# written by JpsCoreStyleTrajectoryWriter
#framerate: 25
#unit: m
1	0	0.5	20.0	0	0.3	0.3	0.0	0.4
2	0	0.5	50.0	0	0.3	0.3	0.0	0.4
3	0	0.5	80.0	0	0.3	0.3	0.0	0.4
1	1	0.5308333257759459	20.01858220628801	0	0.3	0.3	31.197166100143946	0.4
2	1	0.536	50.0	0	0.3	0.3	0.0	0.4
3	1	0.5308333257759459	79.981417793712	0	0.3	0.3	-31.197166100143964	0.4
1	2	0.5718842534640836	20.043458325969258	0	0.3	0.3	31.217767504284087	0.4
2	2	0.5840000000000001	50.0	0	0.3	0.3	0.0	0.4
3	2	0.5718842534640836	79.95654167403075	0	0.3	0.3	-31.217767504284087	0.4
1	3	0.6129337868226274	20.068336746558916	0	0.3	0.3	31.218438705802722	0.4
2	3	0.6320000000000001	50.0	0	0.3	0.3	0.0	0.4
3	3	0.6129337868226274	79.93166325344107	0	0.3	0.3	-31.218438705802722	0.4
1	4	0.6539832500351662	20.093215282889705	0	0.3	0.3	31.218488375897472	0.4
2	4	0.6800000000000002	50.0	0	0.3	0.3	0.0	0.4
3	4	0.6539832500351662	79.9067847171103	0	0.3	0.3	-31.21848837589746	0.4
1	5	0.6950327070004624	20.118093829528412	0	0.3	0.3	31.21849362893871	0.4
2	5	0.7280000000000002	50.0	0	0.3	0.3	0.0	0.4
3	5	0.6950327070004624	79.88190617047158	0	0.3	0.3	-31.21849362893871	0.4
1	6	0.7360821632382794	20.142972377367453	0	0.3	0.3	31.218494291594975	0.4
2	6	0.7760000000000002	50.0	0	0.3	0.3	0.0	0.4
3	6	0.7360821632382794	79.85702762263254	0	0.3	0.3	-31.21849429159497	0.4
1	7	0.7771316193811052	20.16785092536323	0	0.3	0.3	31.218494379607982	0.4
2	7	0.8240000000000003	50.0	0	0.3	0.3	0.0	0.4
3	7	0.7771316193811052	79.83214907463676	0	0.3	0.3	-31.218494379607982	0.4
1	8	0.8181810755114215	20.19272947337965	0	0.3	0.3	31.218494390974435	0.4
2	8	0.8720000000000003	50.0	0	0.3	0.3	0.0	0.4
3	8	0.8181810755114215	79.80727052662034	0	0.3	0.3	-31.218494390974435	0.4
1	9	0.8592305316401597	20.21760802139867	0	0.3	0.3	31.218494392373756	0.4
2	9	0.9200000000000004	50.0	0	0.3	0.3	0.0	0.4
3	9	0.8592305316401597	79.78239197860132	0	0.3	0.3	-31.21849439237375	0.4
1	10	0.9002799877687062	20.24248656941801	0	0.3	0.3	31.218494392542496	0.4
2	10	0.9680000000000004	50.0	0	0.3	0.3	0.0	0.4
3	10	0.9002799877687062	79.757513430582	0	0.3	0.3	-31.21849439254251	0.4
1	11	0.9413294438972295	20.267365117437382	0	0.3	0.3	31.218494392563144	0.4
2	11	1.0160000000000005	50.0	0	0.3	0.3	0.0	0.4
3	11	0.9413294438972295	79.7326348825626	0	0.3	0.3	-31.21849439256314	0.4
1	12	0.98237890002575	20.29224366545677	0	0.3	0.3	31.218494392565724	0.4
2	12	1.0640000000000005	50.0	0	0.3	0.3	0.0	0.4
3	12	0.98237890002575	79.70775633454322	0	0.3	0.3	-31.218494392565717	0.4
1	13	1.02342835615427	20.317122213476157	0	0.3	0.3	31.218494392566054	0.4
2	13	1.1120000000000005	50.0	0	0.3	0.3	0.0	0.4
3	13	1.02342835615427	79.68287778652383	0	0.3	0.3	-31.21849439256604	0.4
1	14	1.06447781228279	20.342000761495544	0	0.3	0.3	31.218494392566097	0.4
2	14	1.1600000000000006	50.0	0	0.3	0.3	0.0	0.4
