Room No. 1 , Exit A, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  -5.000000  ,  11.000000  ,  -11.000000 ,  37.000000
7.729866789157019191e+00,6.519660180277968564e+00,1.018069895958436177e+01,1.893090122941165632e+01,4.422801574060640917e+01,4.259894175170794384e+00,4.417983587422085634e+00,4.362943235040388501e+00,4.350907856601978096e+00,4.333750813357523768e+00,4.323621734757022494e+00,4.323988358580113101e+00,4.328326246042323078e+00,4.327888125197810076e+00,4.321772590649475276e+00,4.315859865762153191e+00
9.231459010486677386e+00,6.204324828414386594e+00,9.854959710779851889e+00,1.854598247245093390e+01,4.569332092931289679e+01,4.553554424672370260e+00,4.693630969282766685e+00,4.650138282544178381e+00,4.634226821415265540e+00,4.615504260493633382e+00,4.609506792440498657e+00,4.614154529107765690e+00,4.616129359891656847e+00,4.612940318433022213e+00,4.605356642006341872e+00,4.603962386195003198e+00
6.137186372652064570e+00,5.861294122972442011e+00,9.471066586220860728e+00,1.809769395448031304e+01,4.533323455741271601e+01,4.904110420888766697e+00,5.023910718191572755e+00,4.991360375748241651e+00,4.969417914467694430e+00,4.952006045383425814e+00,4.952272850852159181e+00,4.958029466786561201e+00,4.953635207746716951e+00,4.948407449929677071e+00,4.943962073365055332e+00,4.944016371667714793e+00
3.639995729154481552e+00,5.469215001525783215e+00,9.012269941676267493e+00,1.755974267982172421e+01,4.490306419608940303e+01,5.333405849212484284e+00,5.428824334977621291e+00,5.402563189656629739e+00,5.374052166748444215e+00,5.362183325221208108e+00,5.368719620160144146e+00,5.369316401648513093e+00,5.359544145377428848e+00,5.356026304237529345e+00,5.356077783632998468e+00,5.366516240902819312e+00
5.391498038642496660e+00,5.012287122429627928e+00,8.442917915464324352e+00,1.694233105392377325e+01,4.439503676589171732e+01,5.873845047892682025e+00,5.933845286292158683e+00,5.905295196357525533e+00,5.873359744071954047e+00,5.873212861283955810e+00,5.880077146806916844e+00,5.870001495762389609e+00,5.864832864141643398e+00,5.864286858390181045e+00,5.873080584435030893e+00,5.883458159680969857e+00
7.142815675782289375e+00,4.390125040726495342e+00,7.769641221255151109e+00,1.619633295743080481e+01,4.379918459692411403e+01,6.574591996529873583e+00,6.575042377518991010e+00,6.537192302448318060e+00,6.510590378311421844e+00,6.521186547885292839e+00,6.517451112769213850e+00,6.505971939237406687e+00,6.506739839687003091e+00,6.519101892722186875e+00,6.522161630641313046e+00,6.528516804655680517e+00
6.900271986364371557e+00,3.288258602289991561e+00,6.853699984529990630e+00,1.523791378558787812e+01,4.307170466080808069e+01,7.506202993255007172e+00,7.411613886298456855e+00,7.357733951860256028e+00,7.351620197216480967e+00,7.359352279757526816e+00,7.341330993251729886e+00,7.356579459833926471e+00,7.360462626471417913e+00,7.367589884666665867e+00,7.374584291327781038e+00,7.383593143265260395e+00
6.955293285575089079e+00,2.107980560414457027e+00,5.510398653872060848e+00,1.395077522720417029e+01,4.198390044823288747e+01,8.747563599938123602e+00,8.543910047630010496e+00,8.480832126449620034e+00,8.500826182452186686e+00,8.485887087875308765e+00,8.496746682210670087e+00,8.509352403924827613e+00,8.516649584423323205e+00,8.527032611020777253e+00,8.541561576148010815e+00,8.554587711179443943e+00
6.998792065989348110e+00,2.236356272345915386e+00,3.473997339961893083e+00,1.201405391328774463e+01,3.994981234441437579e+01,1.039981911095962097e+01,1.014799631900227794e+01,1.012184023474923933e+01,1.012121711832940285e+01,1.013262365825506883e+01,1.014588220874850499e+01,1.017124542500265427e+01,1.019255592942965905e+01,1.021426065851448151e+01,1.022780031262341005e+01,1.021552017458185624e+01
6.944122243900583413e+00,2.323118800549290874e+00,2.384753042369539777e+00,9.014928676099184912e+00,3.632384783052192034e+01,1.283772614127387612e+01,1.264589026796162408e+01,1.267751191543480260e+01,1.267863453197770518e+01,1.272280485198219857e+01,1.276477142471411597e+01,1.280567952505370144e+01,1.283055711081550854e+01,1.281309561709744571e+01,1.278373185310115367e+01,1.275307052758162918e+01
