Room
dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
  0.400000  , 0.400000 ,  0.000000  ,  10.000000  ,  0.000000 ,  30.000000
7.725199999999999830e-05,7.818399999999999547e-05,7.952800000000000158e-05,8.004200000000000377e-05,8.008600000000000538e-05,7.885799999999999613e-05,7.468200000000000088e-05,7.245700000000000101e-05,7.394599999999999979e-05,7.463199999999999966e-05,7.431100000000000053e-05,7.317699999999999411e-05,7.121000000000000431e-05,6.829900000000000456e-05,5.989399999999999949e-05,4.624699999999999953e-05,4.014400000000000054e-05,4.689700000000000178e-05,5.658800000000000098e-05,5.780600000000000186e-05,5.093499999999999937e-05,4.417100000000000112e-05,4.306500000000000188e-05,4.732600000000000055e-05,5.032400000000000133e-05
5.878699999999999806e-05,5.878999999999999786e-05,5.908200000000000116e-05,5.959399999999999897e-05,5.859599999999999938e-05,5.494800000000000313e-05,5.120899999999999709e-05,5.304400000000000239e-05,5.875700000000000004e-05,6.242700000000000386e-05,6.505699999999999732e-05,6.670199999999999936e-05,6.593499999999999806e-05,6.075899999999999883e-05,4.996099999999999820e-05,4.062000000000000072e-05,3.962200000000000113e-05,4.587799999999999680e-05,5.256400000000000021e-05,5.164199999999999786e-05,4.639900000000000079e-05,4.279900000000000138e-05,4.220999999999999736e-05,4.541300000000000040e-05,4.855900000000000044e-05
4.503600000000000046e-05,4.284099999999999860e-05,3.622099999999999761e-05,2.995599999999999915e-05,2.600900000000000119e-05,2.309300000000000065e-05,2.210199999999999947e-05,2.579700000000000051e-05,3.260899999999999899e-05,3.653299999999999733e-05,4.010200000000000331e-05,4.525900000000000154e-05,4.740799999999999740e-05,4.313799999999999932e-05,3.648999999999999791e-05,3.478699999999999745e-05,3.768299999999999818e-05,4.129100000000000158e-05,4.318999999999999814e-05,4.134799999999999782e-05,3.981100000000000220e-05,4.004800000000000010e-05,4.070499999999999737e-05,4.325499999999999837e-05,4.663199999999999670e-05
4.424099999999999875e-05,4.334099999999999720e-05,3.465499999999999939e-05,2.161000000000000147e-05,1.486299999999999983e-05,1.550200000000000167e-05,1.670599999999999895e-05,1.705499999999999849e-05,2.002000000000000144e-05,2.234500000000000036e-05,2.435499999999999975e-05,2.846700000000000036e-05,3.191299999999999752e-05,3.289899999999999791e-05,3.374899999999999824e-05,3.474600000000000242e-05,3.543200000000000228e-05,3.617600000000000058e-05,3.704399999999999973e-05,3.755100000000000012e-05,3.828400000000000141e-05,4.025499999999999998e-05,4.284300000000000299e-05,4.483799999999999998e-05,4.661399999999999788e-05
5.080700000000000331e-05,5.120999999999999928e-05,4.389199999999999921e-05,2.852799999999999859e-05,1.699300000000000146e-05,1.515900000000000004e-05,1.671499999999999836e-05,1.677300000000000018e-05,1.872200000000000134e-05,2.137999999999999859e-05,2.367299999999999849e-05,2.602999999999999981e-05,2.871100000000000006e-05,3.129799999999999748e-05,3.337600000000000029e-05,3.462200000000000157e-05,3.496999999999999892e-05,3.516399999999999740e-05,3.681399999999999685e-05,3.935799999999999824e-05,4.139399999999999704e-05,4.438200000000000299e-05,4.670600000000000310e-05,4.678000000000000273e-05,4.722400000000000051e-05
7.721899999999999370e-05,7.330000000000000632e-05,5.983300000000000126e-05,4.407600000000000287e-05,2.686699999999999874e-05,1.633000000000000120e-05,1.675200000000000156e-05,1.777300000000000077e-05,1.997999999999999844e-05,2.171699999999999892e-05,2.291400000000000118e-05,2.484299999999999914e-05,2.744799999999999877e-05,2.982899999999999850e-05,3.195999999999999893e-05,3.389499999999999989e-05,3.517099999999999919e-05,3.581200000000000203e-05,3.734599999999999785e-05,4.060800000000000152e-05,4.521900000000000192e-05,5.006299999999999824e-05,5.050000000000000100e-05,4.806599999999999686e-05,4.904800000000000202e-05
1.123600000000000016e-04,1.006899999999999999e-04,7.853799999999999920e-05,6.345200000000000167e-05,4.124599999999999778e-05,2.066599999999999831e-05,1.763199999999999991e-05,1.888900000000000160e-05,2.173399999999999893e-05,2.348799999999999941e-05,2.372500000000000070e-05,2.459099999999999885e-05,2.645799999999999977e-05,2.892699999999999934e-05,3.104499999999999838e-05,3.243100000000000171e-05,3.399899999999999754e-05,3.540799999999999709e-05,3.685099999999999666e-05,3.960199999999999793e-05,4.517000000000000290e-05,5.218899999999999787e-05,5.435100000000000190e-05,5.161799999999999944e-05,5.195199999999999997e-05
1.490899999999999973e-04,1.264899999999999900e-04,9.336600000000000021e-05,7.626999999999999991e-05,5.068999999999999748e-05,2.542399999999999917e-05,1.935200000000000039e-05,2.090599999999999940e-05,2.367100000000000088e-05,2.533899999999999914e-05,2.555800000000000162e-05,2.560499999999999964e-05,2.593900000000000017e-05,2.721100000000000087e-05,2.897299999999999857e-05,3.031500000000000029e-05,3.193400000000000291e-05,3.369399999999999961e-05,3.530599999999999705e-05,3.852900000000000330e-05,4.319899999999999755e-05,4.932399999999999735e-05,5.438500000000000192e-05,5.400200000000000237e-05,5.403900000000000218e-05
1.607799999999999887e-04,1.287799999999999969e-04,8.826100000000000080e-05,7.541900000000000416e-05,5.386500000000000012e-05,2.887599999999999932e-05,2.128599999999999915e-05,2.216100000000000009e-05,2.451500000000000161e-05,2.659999999999999943e-05,2.701899999999999999e-05,2.690599999999999955e-05,2.690200000000000094e-05,2.730099999999999831e-05,2.824500000000000147e-05,2.960000000000000120e-05,3.094100000000000073e-05,3.254600000000000315e-05,3.488999999999999968e-05,3.871700000000000217e-05,4.176299999999999978e-05,4.539699999999999920e-05,5.093099999999999738e-05,5.313700000000000302e-05,5.500300000000000176e-05
1.503800000000000069e-04,1.212600000000000011e-04,8.169599999999999844e-05,6.273899999999999681e-05,4.335099999999999880e-05,2.741800000000000075e-05,2.261100000000000086e-05,2.301600000000000122e-05,2.482800000000000013e-05,2.720000000000000046e-05,2.778199999999999930e-05,2.727300000000000129e-05,2.695300000000000096e-05,2.748000000000000117e-05,2.860500000000000141e-05,2.994999999999999954e-05,3.124199999999999666e-05,3.318200000000000180e-05,3.612899999999999917e-05,3.913199999999999735e-05,4.061899999999999853e-05,4.246500000000000085e-05,4.735700000000000077e-05,5.203000000000000159e-05,5.536899999999999792e-05
