Room
dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
  0.400000  , 0.400000 ,  0.000000  ,  10.000000  ,  0.000000 ,  30.000000
1.366199999999999923e-03,1.348599999999999929e-03,1.275899999999999951e-03,1.199999999999999895e-03,1.168600000000000107e-03,1.151099999999999953e-03,1.136599999999999980e-03,1.139800000000000058e-03,1.147800000000000036e-03,1.135900000000000017e-03,1.125200000000000028e-03,1.117799999999999957e-03,1.080900000000000090e-03,1.062500000000000076e-03,1.001699999999999900e-03,9.893199999999999130e-04,1.013100000000000068e-03,1.061000000000000094e-03,1.137200000000000103e-03,1.159300000000000044e-03,1.246699999999999892e-03,1.327300000000000008e-03,1.383899999999999974e-03,1.470600000000000076e-03,1.589700000000000097e-03
1.335900000000000108e-03,1.294500000000000078e-03,1.184600000000000063e-03,1.094099999999999977e-03,1.052100000000000040e-03,1.026500000000000069e-03,1.019399999999999950e-03,1.033000000000000064e-03,1.048899999999999963e-03,1.037100000000000001e-03,1.020000000000000073e-03,1.010599999999999953e-03,9.790999999999998923e-04,9.641400000000000491e-04,9.151400000000000506e-04,8.926500000000000407e-04,8.882500000000000421e-04,9.128899999999999688e-04,9.997000000000000677e-04,1.065699999999999937e-03,1.160400000000000017e-03,1.228600000000000048e-03,1.274500000000000025e-03,1.361500000000000080e-03,1.498200000000000096e-03
1.273100000000000100e-03,1.183599999999999930e-03,1.013800000000000031e-03,9.033199999999999910e-04,8.463299999999999556e-04,8.115499999999999667e-04,8.157000000000000405e-04,8.447800000000000534e-04,8.658399999999999907e-04,8.594300000000000030e-04,8.423000000000000365e-04,8.318600000000000213e-04,8.185500000000000284e-04,8.062199999999999618e-04,7.706699999999999922e-04,7.428899999999999566e-04,7.214199999999999606e-04,7.364099999999999509e-04,8.319900000000000082e-04,9.339399999999999655e-04,1.010899999999999906e-03,1.046800000000000074e-03,1.061499999999999944e-03,1.142199999999999899e-03,1.329600000000000009e-03
1.209599999999999911e-03,1.084499999999999961e-03,8.760099999999999831e-04,7.729199999999999656e-04,7.337799999999999575e-04,7.073000000000000077e-04,7.100999999999999673e-04,7.236700000000000424e-04,7.248400000000000329e-04,7.181600000000000223e-04,7.167500000000000477e-04,7.232300000000000534e-04,7.322999999999999649e-04,7.226999999999999483e-04,6.984299999999999927e-04,6.780000000000000002e-04,6.702700000000000454e-04,7.082800000000000424e-04,7.890100000000000368e-04,8.556100000000000294e-04,8.861000000000000170e-04,8.949500000000000424e-04,8.817299999999999487e-04,9.487999999999999689e-04,1.186599999999999894e-03
1.100700000000000029e-03,9.680100000000000510e-04,7.485600000000000023e-04,6.735099999999999941e-04,6.495700000000000302e-04,6.296999999999999646e-04,6.597400000000000226e-04,6.650799999999999681e-04,6.437699999999999976e-04,6.194899999999999929e-04,6.195000000000000420e-04,6.531199999999999809e-04,6.815400000000000104e-04,6.899599999999999874e-04,6.769999999999999759e-04,6.401700000000000185e-04,6.341800000000000301e-04,6.835699999999999893e-04,7.374299999999999649e-04,7.592599999999999913e-04,7.630199999999999960e-04,7.655399999999999922e-04,7.474299999999999911e-04,8.247699999999999520e-04,1.108199999999999940e-03
9.315400000000000156e-04,8.134099999999999794e-04,6.172699999999999498e-04,5.368600000000000065e-04,4.933399999999999895e-04,4.991600000000000117e-04,5.948200000000000275e-04,6.306799999999999993e-04,6.014199999999999711e-04,5.594299999999999750e-04,5.398700000000000200e-04,5.688299999999999867e-04,5.903199999999999724e-04,5.980500000000000356e-04,5.976199999999999872e-04,5.687100000000000488e-04,5.648400000000000469e-04,6.076599999999999927e-04,6.424599999999999712e-04,6.463699999999999524e-04,6.478900000000000327e-04,6.499099999999999626e-04,6.445799999999999577e-04,7.698499999999999831e-04,1.113199999999999953e-03
6.785800000000000252e-04,6.206900000000000221e-04,5.347400000000000200e-04,4.833700000000000019e-04,4.137899999999999803e-04,3.972499999999999794e-04,4.987099999999999736e-04,5.760599999999999835e-04,5.628900000000000266e-04,5.167900000000000445e-04,4.883700000000000150e-04,4.886800000000000171e-04,4.737000000000000217e-04,4.586600000000000030e-04,4.779799999999999739e-04,4.833099999999999788e-04,4.833799999999999967e-04,5.136599999999999847e-04,5.377500000000000335e-04,5.460099999999999849e-04,5.537699999999999784e-04,5.548699999999999509e-04,5.660899999999999960e-04,7.424699999999999573e-04,1.145399999999999977e-03
4.930200000000000467e-04,5.003800000000000305e-04,5.257499999999999587e-04,5.535699999999999735e-04,4.747800000000000045e-04,3.410399999999999738e-04,3.590299999999999828e-04,4.767899999999999938e-04,5.203399999999999952e-04,4.832600000000000047e-04,4.547099999999999883e-04,4.446000000000000191e-04,4.196199999999999973e-04,3.970399999999999797e-04,4.119500000000000115e-04,4.179200000000000102e-04,4.137000000000000269e-04,4.341099999999999755e-04,4.493799999999999835e-04,4.637900000000000030e-04,4.821000000000000090e-04,4.949600000000000180e-04,5.164100000000000244e-04,7.171400000000000084e-04,1.166399999999999946e-03
5.148000000000000449e-04,5.413899999999999919e-04,5.844300000000000406e-04,6.068199999999999939e-04,4.982399999999999459e-04,3.074899999999999986e-04,2.632099999999999956e-04,3.610500000000000211e-04,4.461399999999999806e-04,4.447599999999999904e-04,4.224000000000000215e-04,4.155900000000000241e-04,3.903199999999999899e-04,3.589600000000000191e-04,3.646100000000000209e-04,3.683700000000000255e-04,3.526299999999999899e-04,3.662299999999999952e-04,3.861199999999999962e-04,4.013199999999999862e-04,4.265399999999999921e-04,4.532299999999999957e-04,4.797599999999999738e-04,6.796299999999999694e-04,1.129599999999999918e-03
5.517299999999999505e-04,5.655299999999999607e-04,5.803899999999999641e-04,5.733000000000000032e-04,4.496100000000000270e-04,2.764299999999999809e-04,2.261300000000000050e-04,2.667699999999999954e-04,3.379599999999999965e-04,3.782100000000000262e-04,3.848699999999999929e-04,3.828699999999999985e-04,3.647300000000000130e-04,3.652199999999999761e-04,3.747299999999999850e-04,3.375399999999999972e-04,2.928699999999999793e-04,3.031199999999999845e-04,3.313300000000000143e-04,3.516699999999999991e-04,3.815399999999999825e-04,4.122899999999999981e-04,4.503999999999999974e-04,6.520900000000000264e-04,1.062599999999999916e-03
