.80 1.93 2.00
.90 2.12 2.00
1.00 2.47 2.00
1.20 2.93 2.00
1.40 3.49 2.00
1.60 3.91 2.00
1.80 4.38 2.00
2.00 4.72 2.00
2.20 5.44 2.00
2.40 5.48 2.00
