Room No. 1 , Exit B, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  -5.000000  ,  11.000000  ,  -11.000000 ,  37.000000
9.691901262303199260e+00,8.715813127965766682e+00,1.242745941898831141e+01,2.077229690060006817e+01,4.237458726261482411e+01,1.456717416962687750e+00,1.874939468108138607e+00,1.941231002950484896e+00,1.938698721758059573e+00,1.925239287312420444e+00,1.917987085527617319e+00,1.917495496942344779e+00,1.919351042451495459e+00,1.920666277268488153e+00,1.920883633431285764e+00,1.920578428092567513e+00
8.777906665356955074e+00,8.660329398073242757e+00,1.238264762496778637e+01,2.075077125619154828e+01,4.294002784553788388e+01,1.487633440336046720e+00,1.909248808724005819e+00,1.972260687909369148e+00,1.966831972296040343e+00,1.952941600450745163e+00,1.946550384522639288e+00,1.946873504483650485e+00,1.948870620608962545e+00,1.949968686276208452e+00,1.949958175035570784e+00,1.949611986083600756e+00
8.162850306458054206e+00,8.600573644862290479e+00,1.233367418757089951e+01,2.071330920358571603e+01,4.281465358165392132e+01,1.521814323824949522e+00,1.945701412208236558e+00,2.004999233673968817e+00,1.996649598460581210e+00,1.982537392215267591e+00,1.977175439834127246e+00,1.978252948403127931e+00,1.980288380577696294e+00,1.981094440125730882e+00,1.980892630747165928e+00,1.980550831142484203e+00
8.956839612645950410e+00,8.536081508271422535e+00,1.227979096242774482e+01,2.067113115463872219e+01,4.268493675961979505e+01,1.559510264433588311e+00,1.984490363004676183e+00,2.039568661792016790e+00,2.028321032634874399e+00,2.014253338973119867e+00,2.010093572089939773e+00,2.011822600424157947e+00,2.013764357783092152e+00,2.014253589341469475e+00,2.013902102542552974e+00,2.013644776199639441e+00
1.055727705049879894e+01,8.466707158157685598e+00,1.222053808728708901e+01,2.063154709559369948e+01,4.255099283954763933e+01,1.600942142216526420e+00,2.025831931956108889e+00,2.076144539752896367e+00,2.062082795132850421e+00,2.048355202667665687e+00,2.045520322876199781e+00,2.047754980907512845e+00,2.049484418844067513e+00,2.049645977395173180e+00,2.049250736276235330e+00,2.049023976925540058e+00
1.125341409788390301e+01,8.392026841853692076e+00,1.215527847488086977e+01,2.059326377276933684e+01,4.241300724912487397e+01,1.646236428012062492e+00,2.069968413144959385e+00,2.114922613909488103e+00,2.098197433953182145e+00,2.085146479669717223e+00,2.083714487573550933e+00,2.086287561241213950e+00,2.087699782087748090e+00,2.087561209830386844e+00,2.087135953340526484e+00,2.087045799756882758e+00
1.117638771967059519e+01,8.311445527773933861e+00,1.208327905810560132e+01,2.055023931776939961e+01,4.227164257701110728e+01,1.695456309880225998e+00,2.117173324955091918e+00,2.156129046880211675e+00,2.136978746012667241e+00,2.124976706918544345e+00,2.124948722238973353e+00,2.127668830690828017e+00,2.128659470523221131e+00,2.128304648551594624e+00,2.127940280628854097e+00,2.128014124941648433e+00
1.109458095204390027e+01,8.224611452373151721e+00,1.200376004769502813e+01,2.049905860944192426e+01,4.212837474911039237e+01,1.748599035608465524e+00,2.167754936886574946e+00,2.200046632141324565e+00,2.178798945818522625e+00,2.168248936806951299e+00,2.169533882868408980e+00,2.172206299380801120e+00,2.172701891760760340e+00,2.172205362652666949e+00,2.172024285931550835e+00,2.172088379443817274e+00
1.100773432072410252e+01,8.131003888305604832e+00,1.191583941035762884e+01,2.044043451801556088e+01,4.198365309931597977e+01,1.805585017251253088e+00,2.222060121920531817e+00,2.247017566797683941e+00,2.224099566666714267e+00,2.215426745548382037e+00,2.217840835334096816e+00,2.220208843144971134e+00,2.220254803850328251e+00,2.219755625491704798e+00,2.219651288539582268e+00,2.219832590698020969e+00
1.091474757829352704e+01,8.030120334728067633e+00,1.181853434585545237e+01,2.037500562070142607e+01,4.183241361424499161e+01,1.866536796683479382e+00,2.280484051049035177e+00,2.297453317390113270e+00,2.273416418075197676e+00,2.266985733427539618e+00,2.270241764024929942e+00,2.272107961697722889e+00,2.271758684428275998e+00,2.271333959500457134e+00,2.271478889854201544e+00,2.265607714687203345e+00
