#Individual density(m^(-2))		Individual velocity(m/s)
0.188	1.744
0.389	1.708
0.407	1.329
0.650	1.310
0.195	1.774
0.409	1.712
0.420	1.336
0.640	1.320
0.201	1.818
0.428	1.728
0.433	1.333
0.629	1.325
0.207	1.835
0.445	1.743
0.444	1.340
0.617	1.330
0.215	1.827
0.462	1.750
0.451	1.341
0.605	1.336
0.223	1.798
0.474	1.757
0.457	1.340
0.598	1.345
0.233	1.751
0.478	1.744
0.463	1.346
0.588	1.361
0.246	1.712
0.479	1.720
0.464	1.352
0.577	1.373
0.262	1.701
0.480	1.709
0.458	1.359
0.563	1.376
0.282	1.714
0.484	1.716
0.450	1.366
0.549	1.378
0.305	1.735
0.490	1.742
0.443	1.372
0.539	1.374
0.330	1.745
0.496	1.782
0.439	1.345
0.535	1.354
0.359	1.686
0.500	1.804
0.437	1.342
0.535	1.347
0.391	1.630
0.501	1.800
0.435	1.322
0.530	1.345
0.430	1.619
0.496	1.286
0.505	1.779
0.432	1.300
0.518	1.357
0.481	1.653
0.362	1.440
0.482	1.282
0.511	1.755
0.431	1.289
0.500	1.372
0.545	1.729
0.400	1.436
0.473	1.278
0.518	1.747
0.362	1.275
0.485	1.369
0.437	1.432
0.469	1.268
0.326	1.766
0.382	1.284
0.471	1.362
0.471	1.429
0.469	1.256
0.337	1.793
0.401	1.308
0.458	1.357
0.499	1.419
0.472	1.244
0.351	1.806
0.422	1.335
0.448	1.347
0.523	1.401
0.472	1.231
0.365	1.790
0.445	1.329
0.438	1.340
0.545	1.400
0.470	1.230
0.382	1.737
0.470	1.315
0.427	1.341
0.564	1.400
0.469	1.226
0.401	1.676
0.499	1.294
0.419	1.347
0.579	1.396
0.466	1.217
0.423	1.645
0.530	1.263
0.413	1.364
0.589	1.390
0.462	1.210
0.446	1.650
0.565	1.250
0.406	1.376
0.598	1.394
0.460	1.205
0.472	1.672
0.599	1.169
0.403	1.385
0.607	1.395
0.459	1.202
0.498	1.762
0.629	1.173
0.402	1.399
0.619	1.394
0.457	1.200
0.528	1.695
1.102	1.200
0.664	1.356
0.401	1.396
0.635	1.394
0.452	1.206
0.561	1.617
1.118	1.209
0.709	1.256
0.401	1.380
0.651	1.403
0.444	1.207
0.597	1.574
1.118	1.218
0.764	1.151
0.400	1.371
0.664	1.409
0.438	1.206
0.639	1.582
1.111	1.218
0.585	0.967
0.289	1.378
0.675	1.395
0.434	1.201
1.096	1.228
0.672	0.983
0.287	1.405
0.688	1.376
0.430	1.196
1.077	1.230
0.209	1.431
0.703	1.363
0.428	1.200
1.047	1.240
0.217	1.442
0.711	1.354
0.429	1.202
1.025	1.258
0.226	1.447
0.717	1.351
0.431	1.203
1.007	1.273
1.020	1.525
0.236	1.369
0.720	1.365
0.433	1.214
0.990	1.295
1.030	1.524
0.247	1.369
0.721	1.382
0.432	1.226
0.985	1.309
1.037	1.515
0.261	1.405
0.719	1.397
0.432	1.221
1.601	1.401
0.982	1.319
1.043	1.500
0.275	1.451
0.715	1.403
0.433	1.225
1.684	1.407
0.976	1.336
1.044	1.483
1.129	1.112
0.292	1.497
0.703	1.406
0.436	1.229
1.739	1.418
0.977	1.359
1.040	1.464
1.134	1.131
0.594	1.420
0.191	1.223
1.768	1.428
0.978	1.368
1.029	1.455
1.142	1.163
0.567	1.445
0.202	1.210
1.781	1.436
0.986	1.377
1.015	1.451
1.150	1.184
0.540	1.460
0.214	1.196
1.793	1.454
1.002	1.392
1.004	1.447
1.155	1.199
0.529	1.477
0.225	1.192
1.800	1.485
1.009	1.410
0.998	1.456
1.150	1.224
0.529	1.485
0.236	1.196
1.810	1.518
1.006	1.426
0.997	1.460
1.135	1.241
0.529	1.485
0.248	1.205
1.825	1.543
0.998	1.439
1.002	1.466
1.121	1.250
0.527	1.470
0.262	1.204
1.838	1.553
0.991	1.459
1.065	1.283
1.003	1.470
1.100	1.268
0.532	1.442
0.276	1.212
1.845	1.534
0.986	1.479
1.080	1.289
1.005	1.486
1.076	1.289
0.541	1.412
0.291	1.205
1.859	1.515
0.981	1.481
1.088	1.294
1.010	1.511
0.749	1.409
1.048	1.318
0.553	1.398
0.307	1.199
1.876	1.482
0.980	1.480
1.092	1.305
1.015	1.544
0.807	1.406
1.018	1.339
0.571	1.387
0.325	1.207
1.878	1.467
0.978	1.477
1.098	1.316
1.016	1.581
0.855	1.398
0.991	1.345
0.587	1.368
0.343	1.217
1.862	1.466
0.982	1.486
1.109	1.331
1.019	1.592
0.893	1.396
0.967	1.347
0.606	1.361
0.363	1.226
1.842	1.473
0.987	1.493
1.121	1.350
1.025	1.586
0.923	1.400
0.946	1.352
0.627	1.360
0.383	1.234
1.827	1.485
0.995	1.501
1.132	1.363
1.036	1.562
0.943	1.407
0.928	1.347
0.649	1.349
0.407	1.247
1.811	1.487
0.998	1.512
1.144	1.363
1.040	1.524
0.956	1.409
0.910	1.353
0.674	1.323
0.434	1.250
1.790	1.477
1.005	1.505
1.155	1.352
1.044	1.489
0.960	1.416
0.891	1.372
0.700	1.309
0.464	1.263
1.763	1.461
1.016	1.483
1.165	1.336
1.048	1.461
0.960	1.426
0.878	1.394
0.728	1.314
0.499	1.281
1.717	1.447
1.038	1.459
1.177	1.322
1.046	1.442
0.953	1.436
0.871	1.410
0.762	1.325
0.539	1.208
1.664	1.440
1.068	1.451
1.183	1.315
1.037	1.429
0.949	1.437
0.870	1.413
0.541	1.547
0.805	1.376
0.580	1.242
1.619	1.460
1.096	1.455
1.177	1.317
1.036	1.418
0.944	1.440
0.876	1.414
0.581	1.574
0.442	1.367
0.854	1.357
0.624	1.269
1.597	1.489
1.118	1.467
1.160	1.331
1.045	1.399
0.940	1.445
0.887	1.409
0.613	1.589
0.457	1.405
0.909	1.341
0.673	1.314
1.592	1.516
1.127	1.484
1.146	1.344
1.057	1.396
0.945	1.457
0.897	1.409
0.641	1.601
0.474	1.455
0.973	1.324
0.733	1.364
1.591	1.536
1.127	1.490
1.139	1.357
1.068	1.390
0.959	1.474
0.902	1.414
0.663	1.596
0.494	1.492
0.640	1.299
1.567	1.535
0.716	1.473
1.136	1.361
0.956	1.369
0.981	1.488
0.901	1.433
0.675	1.577
0.516	1.529
1.555	1.518
0.683	1.450
1.131	1.361
0.430	1.350
1.005	1.504
0.899	1.450
0.679	1.560
0.537	1.571
1.538	1.489
0.721	1.434
1.127	1.355
0.459	1.331
1.027	1.506
0.896	1.456
0.679	1.556
0.554	1.603
1.517	1.463
0.770	1.428
1.128	1.350
0.492	1.326
1.054	1.485
0.889	1.446
0.676	1.560
0.564	1.604
1.479	1.461
0.836	1.430
1.130	1.356
0.529	1.333
1.065	1.463
0.885	1.433
0.667	1.566
0.572	1.581
1.437	1.476
0.917	1.442
1.140	1.376
0.569	1.341
1.064	1.449
0.887	1.425
0.657	1.578
0.581	1.550
1.408	1.493
1.006	1.456
1.151	1.397
0.615	1.335
1.056	1.453
0.898	1.428
0.649	1.588
0.588	1.517
1.394	1.508
1.097	1.462
1.163	1.414
0.665	1.287
1.049	1.467
0.912	1.439
0.649	1.581
0.590	1.491
1.403	1.519
1.192	1.391
1.179	1.423
0.720	1.205
1.044	1.478
0.920	1.456
0.657	1.555
0.589	1.466
1.410	1.386
1.315	1.356
1.193	1.410
0.787	1.180
1.036	1.492
0.924	1.472
0.665	1.537
0.587	1.460
0.476	1.334
1.416	1.341
1.490	1.377
1.205	1.387
0.870	1.226
1.030	1.494
0.926	1.469
0.668	1.542
0.585	1.469
0.502	1.360
1.432	1.359
1.210	1.365
1.024	1.480
0.931	1.449
0.666	1.563
0.585	1.483
0.521	1.389
0.961	1.456
0.991	1.442
1.203	1.377
1.020	1.478
0.610	1.425
0.659	1.593
0.587	1.481
0.537	1.418
0.953	1.474
1.152	1.394
1.014	1.491
0.638	1.414
0.653	1.611
0.589	1.490
0.550	1.434
0.935	1.467
0.666	1.426
0.808	1.521
0.564	1.426
0.651	1.613
0.590	1.510
0.559	1.443
0.912	1.458
0.697	1.445
0.800	1.549
0.622	1.454
0.653	1.585
0.591	1.530
0.565	1.443
0.890	1.456
0.733	1.450
0.802	1.572
0.685	1.463
0.654	1.549
0.595	1.563
0.572	1.443
0.867	1.457
0.766	1.435
0.825	1.581
0.752	1.440
0.654	1.433
0.599	1.596
0.576	1.445
0.855	1.679
0.853	1.470
0.811	1.406
0.847	1.531
0.828	1.409
0.653	1.441
0.602	1.626
0.578	1.451
0.920	1.666
0.846	1.488
0.866	1.378
0.875	1.522
0.919	1.403
0.649	1.448
0.603	1.644
0.580	1.459
0.975	1.658
0.842	1.507
0.927	1.427
0.906	1.539
1.031	1.444
0.643	1.466
0.603	1.629
0.582	1.478
1.022	1.649
0.837	1.527
0.997	1.494
0.545	1.579
0.635	1.470
0.578	1.599
0.584	1.491
1.064	1.642
0.828	1.534
1.070	1.497
0.591	1.616
0.627	1.454
0.580	1.590
0.598	1.501
1.096	1.633
0.819	1.529
0.633	1.486
0.569	1.437
0.422	1.594
0.597	1.504
1.112	1.603
0.814	1.517
0.718	1.410
0.574	1.419
0.428	1.608
0.599	1.498
1.114	1.581
0.815	1.518
0.348	1.403
0.425	1.634
0.600	1.490
1.109	1.575
0.817	1.533
0.369	1.431
0.437	1.654
0.601	1.493
1.104	1.560
0.820	1.553
0.300	1.583
0.392	1.519
0.450	1.669
0.601	1.501
1.104	1.547
0.819	1.575
0.324	1.599
0.418	1.521
0.464	1.662
0.599	1.520
1.113	1.539
0.215	1.233
0.812	1.592
0.347	1.604
0.446	1.531
0.481	1.643
0.598	1.531
1.129	1.527
0.227	1.246
0.801	1.595
0.370	1.607
0.476	1.514
0.502	1.636
0.598	1.538
1.159	1.512
0.240	1.261
0.785	1.583
0.391	1.616
0.519	1.512
0.521	1.661
0.596	1.542
1.194	1.491
0.254	1.279
0.764	1.574
0.407	1.629
0.553	1.474
0.559	1.748
0.596	1.531
1.215	1.467
0.270	1.300
0.748	1.568
0.419	1.638
0.591	1.464
0.605	1.786
0.596	1.516
1.216	1.465
0.285	1.326
0.740	1.596
0.427	1.648
0.636	1.479
0.651	1.768
0.596	1.507
1.209	1.461
0.301	1.348
0.742	1.623
0.431	1.646
0.410	1.715
0.473	1.517
1.193	1.469
0.313	1.365
0.750	1.653
0.436	1.633
0.347	1.537
1.173	1.508
0.324	1.372
0.361	1.674
0.443	1.613
0.357	1.556
1.160	1.558
0.333	1.372
0.381	1.673
0.451	1.607
0.370	1.572
1.142	1.601
0.340	1.363
0.402	1.645
0.458	1.610
0.383	1.582
1.116	1.625
0.345	1.358
0.427	1.614
0.465	1.624
0.398	1.566
1.087	1.623
0.348	1.359
0.455	1.603
0.469	1.636
0.416	1.540
1.058	1.613
0.350	1.367
0.488	1.621
0.471	1.647
0.435	1.526
1.034	1.604
0.352	1.373
0.528	1.661
0.469	1.639
0.458	1.532
1.009	1.606
0.354	1.394
0.576	1.688
0.464	1.617
0.485	1.553
0.986	1.631
0.355	1.411
0.631	1.699
0.460	1.595
0.513	1.573
0.972	1.668
0.356	1.428
0.691	1.564
0.457	1.591
0.542	1.586
0.973	1.704
0.355	1.440
0.757	1.535
0.457	1.605
0.671	1.303
0.572	1.546
0.974	1.712
0.356	1.456
0.834	1.564
0.456	1.616
0.674	1.314
0.609	1.494
0.961	1.554
0.357	1.465
0.938	1.657
0.455	1.630
0.677	1.325
0.656	1.480
0.943	1.509
0.358	1.464
1.075	1.755
0.450	1.627
0.361	1.688
0.675	1.340
0.714	1.512
0.553	1.550
0.358	1.468
0.434	1.607
0.407	1.692
0.673	1.355
0.779	1.576
0.604	1.659
0.356	1.469
0.427	1.578
0.452	1.705
0.671	1.364
0.394	1.765
0.336	1.476
0.424	1.571
0.682	1.253
0.492	1.730
0.670	1.373
0.292	1.465
0.236	1.587
0.711	1.202
0.529	1.745
0.662	1.367
0.292	1.447
0.248	1.611
0.741	1.156
0.561	1.759
0.657	1.365
0.292	1.420
0.262	1.634
0.770	1.114
0.585	1.760
0.653	1.356
0.292	1.393
0.278	1.651
0.800	1.079
0.596	1.764
0.651	1.351
0.294	1.368
0.295	1.652
0.831	1.059
0.592	1.774
0.650	1.346
0.296	1.360
0.315	1.562
0.867	1.038
0.578	1.798
0.647	1.354
0.299	1.377
0.335	1.571
0.904	1.022
0.560	1.821
0.641	1.369
0.301	1.391
0.359	1.621
0.948	1.012
0.540	1.840
0.635	1.388
0.305	1.404
0.386	1.697
0.993	1.007
0.517	1.839
0.629	1.406
0.310	1.404
0.414	1.731
1.024	1.005
0.499	1.814
0.622	1.410
0.188	1.401
1.044	1.010
0.483	1.790
0.587	1.413
0.198	1.399
1.048	1.022
0.470	1.778
0.575	1.410
0.209	1.402
1.035	1.044
0.457	1.787
0.568	1.412
0.221	1.412
1.015	1.064
0.447	1.805
0.564	1.423
0.234	1.427
0.996	1.077
0.438	1.836
0.567	1.442
0.247	1.431
0.828	1.034
0.981	1.097
0.429	1.855
0.573	1.454
0.262	1.451
0.869	1.047
0.962	1.104
0.419	1.853
0.582	1.456
0.633	1.485
0.279	1.401
0.900	1.092
0.940	1.118
0.407	1.829
0.595	1.448
0.689	1.508
0.300	1.369
0.936	1.152
0.918	1.137
0.393	1.815
0.612	1.435
0.726	1.519
0.327	1.365
0.968	1.206
0.901	1.143
0.380	1.822
0.622	1.418
0.748	1.511
0.359	1.373
0.996	1.245
0.893	1.140
0.372	1.841
0.620	1.404
0.763	1.499
1.020	1.287
0.892	1.128
0.191	1.865
0.616	1.400
0.770	1.497
1.039	1.323
0.898	1.116
0.199	1.885
0.614	1.406
0.773	1.499
1.046	1.334
0.907	1.110
0.207	1.877
0.616	1.423
0.773	1.513
1.048	1.348
0.911	1.108
0.216	1.832
0.623	1.433
0.775	1.535
1.048	1.372
0.907	1.107
0.225	1.784
0.629	1.439
0.776	1.558
1.043	1.389
0.895	1.119
0.235	1.767
0.635	1.434
0.780	1.564
1.036	1.385
0.877	1.134
0.425	1.204
0.246	1.781
0.644	1.428
0.783	1.556
1.020	1.361
0.854	1.160
0.447	1.216
0.259	1.808
0.659	1.420
0.788	1.538
1.011	1.326
0.832	1.180
0.463	1.213
0.273	1.844
0.678	1.426
0.791	1.526
1.012	1.300
0.812	1.196
0.474	1.215
0.287	1.866
0.700	1.445
0.791	1.526
1.027	1.279
0.791	1.210
0.484	1.212
0.305	1.770
0.718	1.477
0.787	1.543
1.047	1.273
0.773	1.233
0.494	1.213
0.325	1.732
0.732	1.505
0.775	1.570
0.458	1.162
1.073	1.285
0.759	1.259
0.504	1.214
0.349	1.742
0.739	1.511
0.756	1.589
0.468	1.180
1.089	1.308
0.747	1.297
0.515	1.229
0.380	1.827
0.735	1.503
0.736	1.586
0.475	1.202
1.104	1.332
0.739	1.334
0.525	1.245
0.418	1.916
0.725	1.487
0.716	1.565
0.482	1.214
1.116	1.353
0.577	1.367
0.535	1.262
0.316	1.467
0.694	1.545
0.487	1.211
1.129	1.358
0.585	1.413
0.542	1.275
0.338	1.442
0.673	1.537
0.490	1.218
1.140	1.350
0.586	1.433
0.546	1.275
0.367	1.433
0.654	1.547
0.492	1.226
1.154	1.346
0.586	1.454
0.549	1.279
0.403	1.444
0.636	1.559
0.491	1.244
1.168	1.341
0.589	1.467
0.548	1.269
0.445	1.456
0.621	1.581
0.490	1.259
1.176	1.339
0.591	1.483
0.544	1.253
0.494	1.502
0.614	1.595
0.491	1.276
1.191	1.338
0.589	1.493
0.540	1.244
0.551	1.405
0.611	1.593
0.493	1.285
1.205	1.343
0.590	1.514
0.534	1.239
0.622	1.342
0.605	1.574
0.496	1.288
1.214	1.342
0.594	1.539
0.528	1.221
0.711	1.330
0.599	1.553
0.499	1.277
1.210	1.330
0.603	1.571
0.519	1.201
0.592	1.548
0.503	1.270
1.196	1.309
0.601	1.582
0.511	1.178
0.373	1.565
0.702	1.022
0.508	1.268
1.183	1.294
0.630	1.560
0.502	1.158
0.393	1.601
0.706	1.012
0.511	1.271
1.171	1.283
0.659	1.530
0.494	1.150
0.416	1.641
0.709	1.001
0.513	1.284
1.147	1.278
0.696	1.502
0.487	1.144
0.441	1.636
0.713	0.991
0.513	1.302
1.103	1.276
0.750	1.558
0.484	1.170
0.467	1.582
0.716	0.988
0.511	1.301
1.050	1.278
0.819	1.637
0.484	1.218
0.495	1.535
0.718	0.989
0.559	1.332
0.508	1.286
0.993	1.277
0.895	1.675
0.486	1.272
0.532	1.545
0.721	1.002
0.572	1.349
0.505	1.271
0.938	1.269
0.972	1.648
0.492	1.317
0.580	1.616
0.723	1.009
0.582	1.367
0.498	1.253
0.398	1.258
0.921	1.562
0.499	1.349
0.723	1.018
0.586	1.386
0.484	1.244
0.293	1.247
0.505	1.361
0.722	1.026
0.589	1.397
0.480	1.240
0.311	1.169
0.507	1.363
0.719	1.028
0.591	1.406
0.477	1.249
0.331	1.184
0.507	1.372
0.717	1.035
0.588	1.406
0.478	1.254
0.355	1.229
0.503	1.388
0.716	1.039
0.583	1.405
0.479	1.253
0.382	1.271
0.498	1.417
0.719	1.049
0.575	1.395
0.484	1.239
0.412	1.298
0.493	1.428
0.719	1.056
0.567	1.394
0.491	1.237
0.244	1.420
0.715	1.061
0.557	1.404
0.457	1.234
0.255	1.392
0.708	1.066
0.549	1.407
0.466	1.237
0.266	1.358
0.700	1.079
0.543	1.413
0.473	1.250
0.280	1.333
0.692	1.096
0.539	1.418
0.477	1.281
0.296	1.324
0.685	1.106
0.877	1.229
0.536	1.416
0.475	1.307
0.592	0.918
0.315	1.346
0.679	1.110
0.905	1.241
0.532	1.397
0.473	1.302
0.611	0.911
0.336	1.368
0.673	1.111
0.922	1.252
0.529	1.379
0.475	1.291
0.630	0.915
0.358	1.396
0.672	1.120
0.928	1.263
0.523	1.370
0.478	1.271
0.650	0.927
0.385	1.334
0.674	1.126
0.923	1.275
0.515	1.387
0.483	1.252
0.670	0.944
0.414	1.272
0.679	1.141
0.916	1.282
0.506	1.411
0.488	1.231
0.688	0.970
0.447	1.275
0.686	1.157
0.909	1.285
0.498	1.427
0.494	1.218
0.779	1.174
0.704	0.997
0.482	1.307
0.692	1.161
0.898	1.291
0.492	1.441
0.502	1.224
0.805	1.207
0.720	1.018
0.686	1.161
0.882	1.297
0.420	1.440
0.284	1.242
0.821	1.228
0.734	1.037
0.692	1.152
0.857	1.299
0.413	1.418
0.305	1.247
0.835	1.248
0.741	1.052
0.698	1.150
0.834	1.306
0.405	1.396
0.330	1.249
0.847	1.254
0.739	1.070
0.704	1.154
0.816	1.317
0.393	1.386
0.363	1.253
0.858	1.267
0.737	1.075
0.702	1.147
0.797	1.325
0.378	1.396
0.408	1.254
0.863	1.276
0.739	1.084
0.697	1.137
0.784	1.318
0.366	1.424
0.464	1.260
0.864	1.289
0.743	1.086
0.693	1.133
0.781	1.295
0.359	1.436
0.523	1.280
0.864	1.302
0.743	1.092
0.688	1.123
0.787	1.275
0.359	1.436
0.580	1.353
0.860	1.310
0.739	1.101
0.685	1.122
0.791	1.266
0.361	1.435
0.644	1.396
0.855	1.307
0.736	1.111
0.681	1.125
0.789	1.277
0.363	1.418
0.728	1.378
0.848	1.296
0.738	1.118
0.673	1.129
0.781	1.282
0.365	1.394
0.842	1.328
0.842	1.285
0.744	1.127
0.666	1.133
0.773	1.286
0.370	1.376
0.985	1.289
0.835	1.280
0.753	1.136
0.663	1.132
0.764	1.289
0.284	1.375
0.829	1.286
0.762	1.134
0.664	1.129
0.754	1.284
0.301	1.397
0.821	1.296
0.771	1.144
0.794	1.461
0.667	1.136
0.742	1.276
0.320	1.508
1.099	1.158
0.813	1.302
0.781	1.150
0.858	1.491
0.671	1.147
0.733	1.275
0.340	1.473
1.077	1.173
0.806	1.312
0.794	1.167
1.295	1.127
0.916	1.519
0.674	1.163
0.728	1.285
0.362	1.407
1.047	1.184
0.801	1.310
0.808	1.185
1.290	1.118
0.967	1.516
0.677	1.174
0.723	1.300
0.387	1.350
1.021	1.197
0.798	1.309
0.820	1.195
1.290	1.113
1.005	1.507
0.681	1.181
0.714	1.322
0.418	1.321
0.999	1.209
0.799	1.309
0.826	1.206
1.286	1.116
1.029	1.500
0.421	1.187
0.369	1.338
0.983	1.214
0.805	1.327
0.830	1.220
1.277	1.135
1.045	1.494
0.450	1.193
0.374	1.353
0.969	1.228
0.811	1.357
0.830	1.226
1.258	1.142
1.055	1.502
0.482	1.197
0.381	1.353
0.958	1.236
0.814	1.390
0.826	1.226
1.239	1.140
1.057	1.499
0.516	1.197
0.390	1.334
0.950	1.242
0.815	1.426
0.823	1.227
1.231	1.142
1.052	1.492
0.556	1.199
0.400	1.313
0.947	1.244
0.814	1.442
0.817	1.237
1.223	1.142
1.042	1.494
0.598	1.199
0.413	1.313
0.949	1.238
0.813	1.436
0.814	1.255
1.215	1.149
1.024	1.479
0.641	1.199
0.429	1.334
0.951	1.220
0.815	1.425
0.818	1.262
1.206	1.157
1.004	1.464
0.681	1.195
0.447	1.357
0.957	1.202
0.822	1.422
0.825	1.261
1.195	1.174
0.985	1.457
0.723	1.191
0.467	1.377
0.961	1.185
0.833	1.428
0.941	1.257
0.833	1.268
1.185	1.193
0.967	1.458
0.767	1.186
0.491	1.386
0.968	1.178
0.843	1.443
0.982	1.267
0.840	1.266
1.169	1.216
0.954	1.462
0.816	1.142
0.517	1.378
0.970	1.173
0.846	1.457
1.023	1.276
0.848	1.261
1.155	1.235
0.951	1.470
0.877	1.134
0.548	1.360
0.969	1.165
0.842	1.464
1.061	1.289
0.854	1.251
1.147	1.249
0.949	1.472
0.678	1.288
0.947	1.151
0.583	1.350
0.961	1.164
0.834	1.447
1.094	1.303
0.865	1.249
1.141	1.260
0.949	1.484
0.681	1.285
1.033	1.176
0.624	1.357
0.949	1.156
0.828	1.411
1.122	1.323
0.872	1.260
1.136	1.259
0.949	1.481
0.688	1.278
1.143	1.201
0.671	1.456
0.933	1.154
0.827	1.387
1.132	1.343
0.873	1.277
1.133	1.256
0.951	1.463
0.903	1.075
0.699	1.275
0.631	1.479
0.917	1.147
0.563	1.397
1.133	1.354
0.872	1.282
1.127	1.258
0.951	1.451
0.887	1.068
0.705	1.279
0.707	1.447
0.900	1.147
0.573	1.421
1.130	1.358
0.876	1.287
1.125	1.263
0.952	1.444
0.873	1.065
0.712	1.271
0.891	1.151
0.588	1.435
1.120	1.351
0.882	1.289
1.118	1.272
0.951	1.455
0.857	1.065
0.719	1.259
0.888	1.161
0.603	1.437
1.113	1.343
0.885	1.278
1.114	1.283
0.944	1.469
0.838	1.071
0.726	1.240
0.888	1.178
0.451	1.386
1.106	1.337
0.676	1.261
1.112	1.288
0.937	1.480
0.821	1.081
0.734	1.217
0.890	1.198
0.483	1.354
1.104	1.328
0.701	1.241
1.114	1.284
0.921	1.493
0.808	1.097
0.739	1.205
0.898	1.219
0.522	1.363
1.100	1.319
0.730	1.239
1.109	1.280
0.896	1.496
0.803	1.119
0.740	1.197
0.908	1.240
0.570	1.397
1.092	1.312
0.761	1.248
1.101	1.273
0.872	1.477
0.805	1.149
0.734	1.203
0.906	1.263
1.086	1.307
0.546	1.253
1.090	1.275
0.459	1.451
0.810	1.189
0.724	1.217
0.922	1.271
1.072	1.299
0.605	1.238
1.079	1.282
0.461	1.436
0.814	1.227
0.715	1.222
0.932	1.279
1.059	1.294
0.674	1.233
1.067	1.294
0.467	1.435
0.820	1.265
0.705	1.222
0.936	1.288
1.047	1.282
0.754	1.167
1.054	1.318
0.479	1.453
0.827	1.293
0.694	1.217
0.933	1.297
1.036	1.286
0.844	1.154
1.046	1.337
0.495	1.460
0.836	1.313
0.684	1.220
0.928	1.302
1.035	1.303
1.044	1.341
0.515	1.469
0.840	1.312
0.674	1.215
0.792	1.358
0.919	1.296
1.038	1.320
1.121	1.268
1.046	1.334
0.538	1.480
0.845	1.313
0.668	1.221
0.827	1.349
0.906	1.287
1.044	1.340
1.158	1.277
1.049	1.313
0.565	1.472
0.844	1.311
0.668	1.232
1.352	1.099
0.851	1.348
0.885	1.275
1.043	1.364
1.204	1.287
0.757	1.284
0.499	1.377
0.841	1.316
0.673	1.255
1.286	1.111
0.870	1.344
0.866	1.248
1.040	1.384
1.265	1.286
0.778	1.261
0.550	1.402
0.833	1.317
0.677	1.274
1.228	1.117
0.882	1.369
0.854	1.224
1.033	1.399
1.336	1.292
0.799	1.244
0.611	1.463
0.819	1.318
0.679	1.275
1.181	1.125
0.890	1.411
0.848	1.210
1.024	1.402
1.413	1.292
0.821	1.242
0.681	1.535
0.804	1.331
0.683	1.270
1.144	1.132
0.892	1.449
0.875	0.916
0.851	1.203
1.016	1.393
1.497	1.302
0.846	1.255
0.763	1.560
0.786	1.335
0.689	1.252
1.114	1.140
0.891	1.467
0.934	0.938
0.598	1.203
0.996	1.391
1.586	1.321
0.562	1.256
0.770	1.336
0.695	1.240
1.083	1.144
0.887	1.469
0.978	0.949
0.629	1.202
0.989	1.383
1.676	1.327
0.601	1.197
0.758	1.330
0.706	1.228
1.069	1.145
0.870	1.470
0.995	0.953
0.666	1.200
0.985	1.372
1.733	1.324
0.645	1.144
0.752	1.333
0.712	1.231
1.064	1.153
0.855	1.485
0.999	0.977
0.709	1.202
0.982	1.374
1.745	1.321
0.695	1.133
0.757	1.346
0.714	1.246
1.063	1.164
0.838	1.514
0.995	1.005
0.760	1.202
0.976	1.383
1.703	1.317
0.752	1.181
0.767	1.362
0.715	1.266
1.060	1.192
0.829	1.554
0.992	1.034
0.821	1.140
0.966	1.390
1.643	1.323
0.817	1.245
0.776	1.369
0.715	1.273
1.054	1.213
0.827	1.588
0.990	1.051
0.843	1.156
0.695	1.388
1.588	1.334
0.784	1.388
0.485	1.268
1.050	1.231
0.828	1.594
0.987	1.071
0.952	1.184
0.710	1.374
1.536	1.347
0.793	1.399
0.490	1.258
1.050	1.242
