s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 8.4261414E+001, 1.2500445E+001,-3.7087448E+000,-4.7277939E+000,-2.7193352E+000, 2.5563092E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5942582E+000, 1.3471270E+000, 6.5707755E-004, 6.5707755E-004
 8.4433784E+001, 1.2500406E+001,-3.8124064E+000,-4.7513259E+000,-2.7196321E+000, 2.5564180E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3312163E+000, 1.2195984E+000, 6.5707755E-004, 6.5707755E-004
 8.4606155E+001, 1.2500441E+001,-3.8603108E+000,-4.7730222E+000,-2.7186710E+000, 2.5568136E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2049283E+000, 1.1509935E+000, 6.5707755E-004, 6.5707755E-004
 8.4778526E+001, 1.2500507E+001,-3.8779879E+000,-4.7927894E+000,-2.7174009E+000, 2.5574273E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1372446E+000, 1.1148857E+000, 6.5707755E-004, 6.5707755E-004
 8.4950897E+001, 1.2500569E+001,-4.6323593E+000,-4.8231055E+000,-2.7167247E+000, 2.5582015E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1017711E+000, 3.3093813E-001, 6.5707755E-004, 6.5707755E-004
 8.5123276E+001, 1.2500783E+001,-4.2670593E+000,-4.8320661E+000,-2.7164567E+000, 2.5590683E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1863352E-001, 6.8775949E-001, 6.5707755E-004, 6.5707755E-004
 8.5295647E+001, 1.2500568E+001,-4.1095898E+000,-4.8421899E+000,-2.7181312E+000, 2.5597114E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7560806E-001, 8.3321628E-001, 6.5707755E-004, 6.5707755E-004
 8.5468018E+001, 1.2500298E+001,-4.0191904E+000,-4.8507943E+000,-2.7204118E+000, 2.5602862E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2038139E-001, 9.1246125E-001, 6.5707755E-004, 6.5707755E-004
 8.5640388E+001, 1.2500093E+001,-3.9649498E+000,-4.8582105E+000,-2.7279239E+000, 2.5606350E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0038282E-001, 9.5156932E-001, 6.5707755E-004, 6.5707755E-004
 8.5812759E+001, 1.2500058E+001,-3.9375665E+000,-4.8633981E+000,-2.7318067E+000, 2.5606785E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4376090E-001, 9.6984717E-001, 6.5707755E-004, 6.5707755E-004
 8.5985138E+001, 1.2500085E+001,-3.3165737E+000,-4.8565416E+000,-2.7369077E+000, 2.5603640E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6264185E-001, 1.5926226E+000, 6.5707755E-004, 6.5707755E-004
 8.6157509E+001, 1.2500031E+001,-3.5792606E+000,-4.8632150E+000,-2.7438091E+000, 2.5596136E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5853180E+000, 1.3163057E+000, 6.5707755E-004, 6.5707755E-004
 8.6329880E+001, 1.2500215E+001,-3.7006803E+000,-4.8663736E+000,-2.7504912E+000, 2.5585263E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3095713E+000, 1.1852281E+000, 6.5707755E-004, 6.5707755E-004
 8.6502251E+001, 1.2500232E+001,-3.7846705E+000,-4.8682119E+000,-2.7574001E+000, 2.5570209E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1786596E+000, 1.0925063E+000, 6.5707755E-004, 6.5707755E-004
 8.6674622E+001, 1.2500119E+001,-3.8450633E+000,-4.8694480E+000,-2.7646616E+000, 2.5551774E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0860432E+000, 1.0235008E+000, 6.5707755E-004, 6.5707755E-004
 8.6846992E+001, 1.2499853E+001,-3.6352832E+000,-4.8664155E+000,-2.7723374E+000, 2.5531707E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0169088E+000, 1.2283701E+000, 6.5707755E-004, 6.5707755E-004
 8.7019371E+001, 1.2499545E+001,-3.7548233E+000,-4.8697810E+000,-2.7812198E+000, 2.5512160E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2208762E+000, 1.0962721E+000, 6.5707755E-004, 6.5707755E-004
 8.7191742E+001, 1.2499257E+001,-3.8409896E+000,-4.8739212E+000,-2.7884248E+000, 2.5495772E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0887413E+000, 9.9847121E-001, 6.5707755E-004, 6.5707755E-004
 8.7364113E+001, 1.2499014E+001,-3.8972083E+000,-4.8794176E+000,-2.7937563E+000, 2.5484160E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9096076E-001, 9.3118043E-001, 6.5707755E-004, 6.5707755E-004
 8.7536484E+001, 1.2499171E+001,-3.9344262E+000,-4.8870032E+000,-2.7961885E+000, 2.5478025E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2327803E-001, 8.8410109E-001, 6.5707755E-004, 6.5707755E-004
 8.7708855E+001, 1.2499431E+001,-3.9640841E+000,-4.8967732E+000,-2.7980883E+000, 2.5478070E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7523754E-001, 8.4303311E-001, 6.5707755E-004, 6.5707755E-004
 8.7881233E+001, 1.2499846E+001,-3.9653653E+000,-4.9090163E+000,-2.7986182E+000, 2.5483623E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3291076E-001, 8.2939490E-001, 6.5707755E-004, 6.5707755E-004
 8.8030777E+001, 1.3069751E+001,-3.9146026E+000,-4.9106757E+000,-2.7956423E+000, 2.5492721E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2053375E-001, 1.4513794E+000, 6.5707755E-004, 6.5707755E-004
 8.8180328E+001, 1.2974028E+001,-3.4719992E+000,-4.9182654E+000,-2.7931632E+000, 2.5504297E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4418456E+000, 1.7931511E+000, 6.5707755E-004, 6.5707755E-004
 8.8329872E+001, 1.3119861E+001,-3.6286659E+000,-4.9326163E+000,-2.7881265E+000, 2.5517426E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7826303E+000, 1.7730035E+000, 6.5707755E-004, 6.5707755E-004
 8.8479424E+001, 1.3055492E+001,-3.6976129E+000,-4.9493804E+000,-2.7796731E+000, 2.5530976E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7632147E+000, 1.6313783E+000, 6.5707755E-004, 6.5707755E-004
 8.8628967E+001, 1.2829766E+001,-5.8517449E+000,-5.0040434E+000,-2.7699625E+000, 2.5540520E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6222129E+000,-7.9343060E-001, 6.5707755E-004, 6.5707755E-004
 8.8778519E+001, 1.2505693E+001,-4.6092901E+000,-5.0022147E+000,-2.7555547E+000, 2.5541296E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9814753E-001, 1.4118789E-001, 6.5707755E-004, 6.5707755E-004
 8.8928062E+001, 1.2108473E+001,-3.9950780E+000,-5.0111892E+000,-2.7437635E+000, 2.5518070E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3482145E-001, 3.6099432E-001, 6.5707755E-004, 6.5707755E-004
 8.9077614E+001, 1.2024956E+001,-3.6248640E+000,-5.0176196E+000,-2.7319869E+000, 2.5478984E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5599249E-001, 6.5303345E-001, 6.5707755E-004, 6.5707755E-004
 8.9227158E+001, 1.2255458E+001,-3.4924272E+000,-5.0215112E+000,-2.7220990E+000, 2.5425337E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4880248E-001, 1.0219634E+000, 6.5707755E-004, 6.5707755E-004
 8.9376709E+001, 1.2377134E+001,-3.5689046E+000,-5.0296739E+000,-2.7153187E+000, 2.5375775E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0176391E+000, 1.0657746E+000, 6.5707755E-004, 6.5707755E-004
 8.9526253E+001, 1.2433606E+001,-3.2996341E+000,-5.0319515E+000,-2.7101903E+000, 2.5352084E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0610773E+000, 1.3943652E+000, 6.5707755E-004, 6.5707755E-004
 8.9675804E+001, 1.2465340E+001,-3.5949973E+000,-5.0432884E+000,-2.7063576E+000, 2.5346764E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3892389E+000, 1.1232314E+000, 6.5707755E-004, 6.5707755E-004
 8.9825348E+001, 1.2481374E+001,-3.7701005E+000,-5.0519638E+000,-2.7022168E+000, 2.5345828E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1181315E+000, 9.5962728E-001, 6.5707755E-004, 6.5707755E-004
 8.9974899E+001, 1.2489274E+001,-3.8979439E+000,-5.0593383E+000,-2.6978847E+000, 2.5335807E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5486329E-001, 8.3664033E-001, 6.5707755E-004, 6.5707755E-004
 9.0124443E+001, 1.2493007E+001,-3.9614007E+000,-5.0654287E+000,-2.6936781E+000, 2.5323884E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3196892E-001, 7.7503229E-001, 6.5707755E-004, 6.5707755E-004
 9.0273994E+001, 1.2494718E+001,-3.9650419E+000,-5.0708207E+000,-2.6896658E+000, 2.5318112E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7031921E-001, 7.7172118E-001, 6.5707755E-004, 6.5707755E-004
 9.0423538E+001, 1.2495580E+001,-3.9094030E+000,-5.0760142E+000,-2.6859093E+000, 2.5320837E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6685679E-001, 8.2678563E-001, 6.5707755E-004, 6.5707755E-004
 9.0573090E+001, 1.2496099E+001,-3.8631460E+000,-5.0825278E+000,-2.6824407E+000, 2.5330312E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2152159E-001, 8.7051783E-001, 6.5707755E-004, 6.5707755E-004
 9.0722641E+001, 1.2496533E+001,-3.8330551E+000,-5.0908772E+000,-2.6795655E+000, 2.5342147E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6483526E-001, 8.9556977E-001, 6.5707755E-004, 6.5707755E-004
 9.0872185E+001, 1.2496869E+001,-3.8750843E+000,-5.1023492E+000,-2.6772702E+000, 2.5352554E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8944279E-001, 8.4470037E-001, 6.5707755E-004, 6.5707755E-004
 9.1021736E+001, 1.2497568E+001,-3.8836878E+000,-5.1158136E+000,-2.6754403E+000, 2.5361277E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3694975E-001, 8.2516246E-001, 6.5707755E-004, 6.5707755E-004
 9.1171280E+001, 1.2497951E+001,-3.9031840E+000,-5.1315833E+000,-2.6749635E+000, 2.5374524E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1674365E-001, 7.9075749E-001, 6.5707755E-004, 6.5707755E-004
 9.1320831E+001, 1.2498546E+001,-3.9212675E+000,-5.1499280E+000,-2.6757730E+000, 2.5398876E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8012521E-001, 7.5411765E-001, 6.5707755E-004, 6.5707755E-004
 9.1470375E+001, 1.2499006E+001,-3.9274180E+000,-5.1700787E+000,-2.6764894E+000, 2.5437833E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4279903E-001, 7.2756328E-001, 6.5707755E-004, 6.5707755E-004
 9.1619926E+001, 1.2498994E+001,-3.9300473E+000,-5.1924802E+000,-2.6769059E+000, 2.5485924E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1505854E-001, 7.0210884E-001, 6.5707755E-004, 6.5707755E-004
 9.1769470E+001, 1.2499584E+001,-3.9039944E+000,-5.2159577E+000,-2.6764186E+000, 2.5533571E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8769467E-001, 7.0576624E-001, 6.5707755E-004, 6.5707755E-004
 9.1919022E+001, 1.2499712E+001,-3.8754796E+000,-5.2410389E+000,-2.6750711E+000, 2.5575583E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9256566E-001, 7.1068015E-001, 6.5707755E-004, 6.5707755E-004
 9.2068565E+001, 1.2500090E+001,-3.8189787E+000,-5.2668749E+000,-2.6732792E+000, 2.5609891E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9779634E-001, 7.4351842E-001, 6.5707755E-004, 6.5707755E-004
 9.2218117E+001, 1.2500633E+001,-3.7399622E+000,-5.2935041E+000,-2.6715619E+000, 2.5636678E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3086757E-001, 7.9816841E-001, 6.5707755E-004, 6.5707755E-004
 9.2367661E+001, 1.2501023E+001,-4.0124757E+000,-5.3270851E+000,-2.6704181E+000, 2.5656256E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8551162E-001, 4.9361012E-001, 6.5707755E-004, 6.5707755E-004
 9.2517212E+001, 1.2501326E+001,-3.8681927E+000,-5.3545189E+000,-2.6688630E+000, 2.5669455E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8161650E-001, 6.1231873E-001, 6.5707755E-004, 6.5707755E-004
 9.2666756E+001, 1.2501456E+001,-3.8080091E+000,-5.3874428E+000,-2.6658627E+000, 2.5676854E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9909196E-001, 6.4270944E-001, 6.5707755E-004, 6.5707755E-004
 9.2816307E+001, 1.2501496E+001,-3.3062158E+000,-5.4123885E+000,-2.6674628E+000, 2.5679553E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2760351E-001, 1.1179965E+000, 6.5707755E-004, 6.5707755E-004
 9.2965851E+001, 1.2501388E+001,-3.5026063E+000,-5.4523636E+000,-2.6674619E+000, 2.5678775E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1014322E+000, 8.8152428E-001, 6.5707755E-004, 6.5707755E-004
 9.3115402E+001, 1.2501312E+001,-3.6202240E+000,-5.4900116E+000,-2.6702944E+000, 2.5675455E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6359447E-001, 7.2334963E-001, 6.5707755E-004, 6.5707755E-004
 9.3279907E+001, 1.2140110E+001,-3.7073474E+000,-5.5362887E+000,-2.6729829E+000, 2.5670002E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0464610E-001, 2.2605778E-001, 6.5707755E-004, 6.5707755E-004
 9.3444405E+001, 1.2326721E+001,-3.6945329E+000,-5.5704324E+000,-2.6741305E+000, 2.5662242E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0882998E-001, 3.9019168E-001, 6.5707755E-004, 6.5707755E-004
 9.3608910E+001, 1.2416598E+001,-3.7769711E+000,-5.6067502E+000,-2.6761442E+000, 2.5653762E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7316552E-001, 3.5929767E-001, 6.5707755E-004, 6.5707755E-004
 9.3773415E+001, 1.2459867E+001,-3.8466820E+000,-5.6422747E+000,-2.6781485E+000, 2.5645947E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4346597E-001, 2.9532683E-001, 6.5707755E-004, 6.5707755E-004
 9.3937912E+001, 1.2480687E+001,-3.8962973E+000,-5.6764127E+000,-2.6806345E+000, 2.5638545E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8065044E-001, 2.2990680E-001, 6.5707755E-004, 6.5707755E-004
 9.4102417E+001, 1.2490701E+001,-3.9263576E+000,-5.7112019E+000,-2.6790336E+000, 2.5631174E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1638134E-001, 1.7667103E-001, 6.5707755E-004, 6.5707755E-004
 9.4266922E+001, 1.2495510E+001,-3.9471110E+000,-5.7441765E+000,-2.6856873E+000, 2.5623403E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5917766E-001, 1.2109763E-001, 6.5707755E-004, 6.5707755E-004
 9.4431419E+001, 1.2497809E+001,-3.9581519E+000,-5.7757372E+000,-2.6942407E+000, 2.5614584E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0323207E-001, 7.2240488E-002, 6.5707755E-004, 6.5707755E-004
 9.4595924E+001, 1.2498894E+001,-3.9517807E+000,-5.8057913E+000,-2.7034518E+000, 2.5604157E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4578326E-002, 4.0430167E-002, 6.5707755E-004, 6.5707755E-004
 9.4760429E+001, 1.2499396E+001,-3.9437785E+000,-5.8349230E+000,-2.7127769E+000, 2.5591824E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3093756E-002, 1.0477230E-002, 6.5707755E-004, 6.5707755E-004
 9.4924927E+001, 1.2499651E+001,-3.9296515E+000,-5.8641716E+000,-2.7165729E+000, 2.5577344E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6724863E-003,-8.1872268E-003, 6.5707755E-004, 6.5707755E-004
 9.5089432E+001, 1.2499814E+001,-3.9056403E+000,-5.8925570E+000,-2.7280468E+000, 2.5560583E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9438751E-002,-2.3873663E-002, 6.5707755E-004, 6.5707755E-004
 9.5232620E+001, 1.3034595E+001,-3.8892614E+000,-5.9076890E+000,-2.7373722E+000, 2.5543828E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2799153E-002, 5.0282717E-001, 6.5707755E-004, 6.5707755E-004
 9.5375801E+001, 1.2783640E+001,-4.0113968E+000,-5.9385109E+000,-2.7471430E+000, 2.5526419E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8347902E-001, 8.9141970E-002, 6.5707755E-004, 6.5707755E-004
 9.5518990E+001, 1.2650743E+001,-3.9682600E+000,-5.9643852E+000,-2.7540233E+000, 2.5508646E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1080957E-002,-3.3374485E-002, 6.5707755E-004, 6.5707755E-004
 9.5676491E+001, 1.2223581E+001,-3.9218258E+000,-5.9975267E+000,-2.7595727E+000, 2.5490246E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2079947E-002,-4.5279501E-001, 6.5707755E-004, 6.5707755E-004
 9.5833992E+001, 1.2363023E+001,-3.8110846E+000,-6.0194884E+000,-2.7626181E+000, 2.5477993E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7000576E-001,-2.2762042E-001, 6.5707755E-004, 6.5707755E-004
 9.5991501E+001, 1.2432456E+001,-3.8220907E+000,-6.0444263E+000,-2.7657778E+000, 2.5476521E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4453894E-001,-1.9729146E-001, 6.5707755E-004, 6.5707755E-004
 9.6149002E+001, 1.2467002E+001,-3.8437801E+000,-6.0699851E+000,-2.7682068E+000, 2.5484589E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1332847E-001,-2.1242104E-001, 6.5707755E-004, 6.5707755E-004
 9.6306503E+001, 1.2484150E+001,-3.8518163E+000,-6.0969034E+000,-2.7724303E+000, 2.5495917E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2910926E-001,-2.3445087E-001, 6.5707755E-004, 6.5707755E-004
 9.6464012E+001, 1.2492609E+001,-3.8450926E+000,-6.1223838E+000,-2.7739265E+000, 2.5506229E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4810222E-001,-2.4624330E-001, 6.5707755E-004, 6.5707755E-004
 9.6621513E+001, 1.2496750E+001,-3.8282360E+000,-6.1466342E+000,-2.7755580E+000, 2.5514472E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5938749E-001,-2.5112634E-001, 6.5707755E-004, 6.5707755E-004
 9.6779015E+001, 1.2498755E+001,-3.8042461E+000,-6.1691058E+000,-2.7771594E+000, 2.5521235E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6332175E-001,-2.4920399E-001, 6.5707755E-004, 6.5707755E-004
 9.6936523E+001, 1.2499724E+001,-3.7751563E+000,-6.1892555E+000,-2.7784707E+000, 2.5527502E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6024985E-001,-2.4060555E-001, 6.5707755E-004, 6.5707755E-004
 9.7094025E+001, 1.2500239E+001,-3.7366417E+000,-6.2064829E+000,-2.7796123E+000, 2.5534005E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5013023E-001,-2.1994470E-001, 6.5707755E-004, 6.5707755E-004
 9.7251526E+001, 1.2500567E+001,-3.6967407E+000,-6.2203598E+000,-2.7808291E+000, 2.5540265E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2790301E-001,-1.9480897E-001, 6.5707755E-004, 6.5707755E-004
 9.7409035E+001, 1.2500793E+001,-3.6725653E+000,-6.2307963E+000,-2.7822018E+000, 2.5545874E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0112756E-001,-1.8221544E-001, 6.5707755E-004, 6.5707755E-004
 9.7566536E+001, 1.2500995E+001,-3.6723874E+000,-6.2377869E+000,-2.7836411E+000, 2.5550551E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8674502E-001,-1.9026590E-001, 6.5707755E-004, 6.5707755E-004
 9.7724037E+001, 1.2501115E+001,-3.6796671E+000,-6.2409099E+000,-2.7851075E+000, 2.5554137E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9291242E-001,-2.0201379E-001, 6.5707755E-004, 6.5707755E-004
 9.7881538E+001, 1.2501113E+001,-3.6998040E+000,-6.2403908E+000,-2.7866629E+000, 2.5556956E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0285474E-001,-2.2318953E-001, 6.5707755E-004, 6.5707755E-004
 9.8039047E+001, 1.2501069E+001,-3.7193622E+000,-6.2361273E+000,-2.7885345E+000, 2.5558475E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2231763E-001,-2.4039896E-001, 6.5707755E-004, 6.5707755E-004
 9.8196548E+001, 1.2501015E+001,-3.7504082E+000,-6.2285508E+000,-2.7910120E+000, 2.5558981E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3791061E-001,-2.6640001E-001, 6.5707755E-004, 6.5707755E-004
 9.8354050E+001, 1.2500878E+001,-3.7830281E+000,-6.2176322E+000,-2.7942475E+000, 2.5558895E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6241821E-001,-2.9147376E-001, 6.5707755E-004, 6.5707755E-004
 9.8511559E+001, 1.2500675E+001,-3.8100519E+000,-6.2035650E+000,-2.7981468E+000, 2.5558986E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8653208E-001,-3.0853301E-001, 6.5707755E-004, 6.5707755E-004
 9.8669060E+001, 1.2500416E+001,-3.8389415E+000,-6.1867326E+000,-2.8031119E+000, 2.5559403E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0279816E-001,-3.2581421E-001, 6.5707755E-004, 6.5707755E-004
 9.8826561E+001, 1.2500127E+001,-3.8609385E+000,-6.1672286E+000,-2.8090184E+000, 2.5560222E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1944739E-001,-3.3450207E-001, 6.5707755E-004, 6.5707755E-004
 9.8984070E+001, 1.2499891E+001,-3.8708925E+000,-6.1451457E+000,-2.8152669E+000, 2.5561345E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2761719E-001,-3.2885778E-001, 6.5707755E-004, 6.5707755E-004
 9.9141571E+001, 1.2499703E+001,-3.8739934E+000,-6.1206941E+000,-2.8215340E+000, 2.5562682E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2115619E-001,-3.1396236E-001, 6.5707755E-004, 6.5707755E-004
 9.9299072E+001, 1.2499565E+001,-3.8777633E+000,-6.0943516E+000,-2.8280635E+000, 2.5563853E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0549781E-001,-2.9805682E-001, 6.5707755E-004, 6.5707755E-004
 9.9456581E+001, 1.2499467E+001,-3.8886365E+000,-6.0683678E+000,-2.8366019E+000, 2.5564226E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9054850E-001,-2.9158296E-001, 6.5707755E-004, 6.5707755E-004
 9.9597824E+001, 1.2906599E+001,-4.2186781E+000,-6.0432996E+000,-2.8461763E+000, 2.5563618E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8464779E-001,-1.9899845E-001, 6.5707755E-004, 6.5707755E-004
 9.9739067E+001, 1.2717116E+001,-4.2331633E+000,-6.0208924E+000,-2.8516754E+000, 2.5563272E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8836258E-001,-3.8605923E-001, 6.5707755E-004, 6.5707755E-004
 9.9880318E+001, 1.2615730E+001,-4.1989173E+000,-5.9948707E+000,-2.8556157E+000, 2.5562745E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7446545E-001,-4.3111798E-001, 6.5707755E-004, 6.5707755E-004
 1.0003568E+002, 1.2210849E+001,-4.1680604E+000,-5.9701802E+000,-2.8591903E+000, 2.5562164E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1770419E-001,-7.8402540E-001, 6.5707755E-004, 6.5707755E-004
 1.0019106E+002, 1.2354242E+001,-4.0397523E+000,-5.9330211E+000,-2.8608819E+000, 2.5561016E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.6934027E-001,-4.7685724E-001, 6.5707755E-004, 6.5707755E-004
 1.0034642E+002, 1.2426276E+001,-4.0238968E+000,-5.8977302E+000,-2.8637307E+000, 2.5560259E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6222914E-001,-3.5652534E-001, 6.5707755E-004, 6.5707755E-004
 1.0050179E+002, 1.2462517E+001,-4.0075138E+000,-5.8626288E+000,-2.8669050E+000, 2.5561123E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4166421E-001,-2.7197443E-001, 6.5707755E-004, 6.5707755E-004
 1.0065717E+002, 1.2480919E+001,-3.6851636E+000,-5.8224019E+000,-2.8784445E+000, 2.5563554E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5938898E-001, 9.7465080E-002, 6.5707755E-004, 6.5707755E-004
 1.0081253E+002, 1.2490246E+001,-3.7267024E+000,-5.7877254E+000,-2.8779870E+000, 2.5566974E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1887394E-001, 1.0038736E-001, 6.5707755E-004, 6.5707755E-004
