s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 6.7630562E+001, 1.2602827E+001,-4.1990772E+000,-3.8267629E+000,-2.5754200E+000, 2.5464166E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5600871E+000, 2.0041137E+000, 6.5707755E-004, 6.5707755E-004
 6.7798523E+001, 1.2206397E+001,-4.3309082E+000,-3.8700808E+000,-2.5771721E+000, 2.5456993E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9806669E+000, 1.4307813E+000, 6.5707755E-004, 6.5707755E-004
 6.7940422E+001, 1.2877809E+001,-4.0218840E+000,-3.8818542E+000,-2.5768446E+000, 2.5443800E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4117128E+000, 2.3997702E+000, 6.5707755E-004, 6.5707755E-004
 6.8082321E+001, 1.2705571E+001,-4.1820071E+000,-3.9150115E+000,-2.5804768E+000, 2.5426106E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3800092E+000, 2.0306181E+000, 6.5707755E-004, 6.5707755E-004
 6.8224228E+001, 1.2622351E+001,-4.2450838E+000,-3.9434507E+000,-2.5824102E+000, 2.5411344E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0113943E+000, 1.8539470E+000, 6.5707755E-004, 6.5707755E-004
 6.8366127E+001, 1.2558412E+001,-4.3122822E+000,-3.9699128E+000,-2.5830255E+000, 2.5402760E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8360420E+000, 1.6957319E+000, 6.5707755E-004, 6.5707755E-004
 6.8508026E+001, 1.2527939E+001,-3.7064785E+000,-3.9826124E+000,-2.5823795E+000, 2.5400989E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6791253E+000, 2.2590089E+000, 6.5707755E-004, 6.5707755E-004
 6.8649933E+001, 1.2513796E+001,-3.9011237E+000,-4.0068314E+000,-2.5806944E+000, 2.5399364E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2434953E+000, 2.0276864E+000, 6.5707755E-004, 6.5707755E-004
 6.8791832E+001, 1.2503947E+001,-3.9128263E+000,-4.0262843E+000,-2.5765928E+000, 2.5399511E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0142068E+000, 1.9907839E+000, 6.5707755E-004, 6.5707755E-004
 6.8933739E+001, 1.2502536E+001,-3.8473707E+000,-4.0428757E+000,-2.5711147E+000, 2.5394801E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9787882E+000, 2.0437142E+000, 6.5707755E-004, 6.5707755E-004
 6.9075638E+001, 1.2605984E+001,-3.7555997E+000,-4.0562380E+000,-2.5655467E+000, 2.5385697E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0325128E+000, 2.2311377E+000, 6.5707755E-004, 6.5707755E-004
 6.9217537E+001, 1.2558073E+001,-4.3454293E+000,-4.0832360E+000,-2.5621788E+000, 2.5373130E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2195642E+000, 1.5697662E+000, 6.5707755E-004, 6.5707755E-004
 6.9359444E+001, 1.2472198E+001,-4.3132397E+000,-4.1006020E+000,-2.5613242E+000, 2.5363921E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5569391E+000, 1.4995681E+000, 6.5707755E-004, 6.5707755E-004
 6.9501343E+001, 1.2438762E+001,-4.1235850E+000,-4.1150256E+000,-2.5615978E+000, 2.5353493E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4862160E+000, 1.6410888E+000, 6.5707755E-004, 6.5707755E-004
 6.9643242E+001, 1.2467663E+001,-4.0592303E+000,-4.1315958E+000,-2.5632127E+000, 2.5358686E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6269162E+000, 1.7161606E+000, 6.5707755E-004, 6.5707755E-004
 6.9785149E+001, 1.2482991E+001,-4.0591270E+000,-4.1509698E+000,-2.5647375E+000, 2.5381789E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7012294E+000, 1.7106950E+000, 6.5707755E-004, 6.5707755E-004
 6.9927048E+001, 1.2491122E+001,-4.0509414E+000,-4.1721897E+000,-2.5649577E+000, 2.5419584E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6955604E+000, 1.7055748E+000, 6.5707755E-004, 6.5707755E-004
 7.0068954E+001, 1.2495484E+001,-3.3419431E+000,-4.1838933E+000,-2.5640716E+000, 2.5463703E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6901821E+000, 2.4081222E+000, 6.5707755E-004, 6.5707755E-004
 7.0225044E+001, 1.2153091E+001,-3.5800852E+000,-4.2226048E+000,-2.5625750E+000, 2.5509557E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3911777E+000, 1.7903771E+000, 6.5707755E-004, 6.5707755E-004
 7.0381134E+001, 1.2326735E+001,-3.5301208E+000,-4.2502485E+000,-2.5578023E+000, 2.5552640E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7739355E+000, 1.9911191E+000, 6.5707755E-004, 6.5707755E-004
 7.0537224E+001, 1.2413898E+001,-3.5186185E+000,-4.2823382E+000,-2.5548482E+000, 2.5585811E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9728888E+000, 2.0606517E+000, 6.5707755E-004, 6.5707755E-004
 7.0693321E+001, 1.2457708E+001,-3.9369362E+000,-4.3244292E+000,-2.5531393E+000, 2.5611806E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0411326E+000, 1.6457641E+000, 6.5707755E-004, 6.5707755E-004
 7.0849411E+001, 1.2479802E+001,-3.7727638E+000,-4.3583151E+000,-2.5503625E+000, 2.5631629E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6262584E+000, 1.8009240E+000, 6.5707755E-004, 6.5707755E-004
 7.1005501E+001, 1.2490800E+001,-3.7081561E+000,-4.3948247E+000,-2.5497753E+000, 2.5644853E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7801705E+000, 1.8406084E+000, 6.5707755E-004, 6.5707755E-004
 7.1161598E+001, 1.2496095E+001,-3.5387083E+000,-4.4297642E+000,-2.5506661E+000, 2.5652302E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8196168E+000, 1.9795220E+000, 6.5707755E-004, 6.5707755E-004
 7.1317688E+001, 1.2498508E+001,-3.6650725E+000,-4.4694227E+000,-2.5528833E+000, 2.5654448E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9580919E+000, 1.8136949E+000, 6.5707755E-004, 6.5707755E-004
 7.1473778E+001, 1.2499554E+001,-3.7447936E+000,-4.5076451E+000,-2.5547249E+000, 2.5652604E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7930722E+000, 1.6949554E+000, 6.5707755E-004, 6.5707755E-004
 7.1629875E+001, 1.2499945E+001,-3.8077052E+000,-4.5447186E+000,-2.5562946E+000, 2.5647321E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6749430E+000, 1.5937908E+000, 6.5707755E-004, 6.5707755E-004
 7.1801575E+001, 1.2125545E+001,-3.8364947E+000,-4.5896953E+000,-2.5574647E+000, 2.5638504E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5735792E+000, 1.1444544E+000, 6.5707755E-004, 6.5707755E-004
 7.1973274E+001, 1.2324989E+001,-3.7554551E+000,-4.6210313E+000,-2.5568263E+000, 2.5624649E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1263552E+000, 1.3942385E+000, 6.5707755E-004, 6.5707755E-004
 7.2144974E+001, 1.2418147E+001,-3.7858437E+000,-4.6539565E+000,-2.5577301E+000, 2.5606536E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3768465E+000, 1.4231774E+000, 6.5707755E-004, 6.5707755E-004
 7.2316673E+001, 1.2461652E+001,-3.8245281E+000,-4.6854816E+000,-2.5591115E+000, 2.5584867E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4072293E+000, 1.3950891E+000, 6.5707755E-004, 6.5707755E-004
 7.2488380E+001, 1.2481971E+001,-3.8725818E+000,-4.7149282E+000,-2.5612702E+000, 2.5560904E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3803646E+000, 1.3357466E+000, 6.5707755E-004, 6.5707755E-004
 7.2660080E+001, 1.2491507E+001,-3.9119273E+000,-4.7415173E+000,-2.5639736E+000, 2.5535910E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3220728E+000, 1.2766429E+000, 6.5707755E-004, 6.5707755E-004
 7.2831779E+001, 1.2495883E+001,-3.9591666E+000,-4.7651768E+000,-2.5668059E+000, 2.5510977E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2642312E+000, 1.2072845E+000, 6.5707755E-004, 6.5707755E-004
 7.3003479E+001, 1.2498038E+001,-4.0031330E+000,-4.7853145E+000,-2.5699594E+000, 2.5487856E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1963507E+000, 1.1421798E+000, 6.5707755E-004, 6.5707755E-004
 7.3175186E+001, 1.2498949E+001,-4.0180499E+000,-4.8012613E+000,-2.5730208E+000, 2.5469053E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1326215E+000, 1.1091634E+000, 6.5707755E-004, 6.5707755E-004
 7.3346886E+001, 1.2499528E+001,-4.0145540E+000,-4.8130609E+000,-2.5755369E+000, 2.5457569E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1014080E+000, 1.0989218E+000, 6.5707755E-004, 6.5707755E-004
 7.3500542E+001, 1.2947536E+001,-3.9967213E+000,-4.8115573E+000,-2.5765251E+000, 2.5455903E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0917371E+000, 1.5652776E+000, 6.5707755E-004, 6.5707755E-004
 7.3654190E+001, 1.2726555E+001,-4.0674970E+000,-4.8206436E+000,-2.5826749E+000, 2.5460523E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5587855E+000, 1.2582855E+000, 6.5707755E-004, 6.5707755E-004
 7.3807846E+001, 1.2614893E+001,-4.0003977E+000,-4.8216707E+000,-2.5828964E+000, 2.5470205E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2575703E+000, 1.2124749E+000, 6.5707755E-004, 6.5707755E-004
 7.3961502E+001, 1.2558617E+001,-3.5634928E+000,-4.8123942E+000,-2.5829599E+000, 2.5482591E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2129138E+000, 1.6023180E+000, 6.5707755E-004, 6.5707755E-004
 7.4115150E+001, 1.2530374E+001,-3.6079449E+000,-4.8079845E+000,-2.5839371E+000, 2.5495845E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6033247E+000, 1.5330573E+000, 6.5707755E-004, 6.5707755E-004
 7.4268806E+001, 1.2516208E+001,-3.5974753E+000,-4.7997186E+000,-2.5833831E+000, 2.5509283E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5357683E+000, 1.5381822E+000, 6.5707755E-004, 6.5707755E-004
 7.4406784E+001, 1.2903374E+001,-3.5923175E+000,-4.7828794E+000,-2.5817934E+000, 2.5518614E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5422812E+000, 1.9489355E+000, 6.5707755E-004, 6.5707755E-004
 7.4544769E+001, 1.2719400E+001,-3.6889769E+000,-4.7759826E+000,-2.5810763E+000, 2.5524893E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9531424E+000, 1.6759165E+000, 6.5707755E-004, 6.5707755E-004
 7.4682747E+001, 1.2619571E+001,-4.7421855E+000,-4.7824060E+000,-2.5788009E+000, 2.5526768E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6808961E+000, 5.1873149E-001, 6.5707755E-004, 6.5707755E-004
 7.4834526E+001, 1.2221724E+001,-4.5193090E+000,-4.7699699E+000,-2.5761143E+000, 2.5522725E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2502546E-001, 3.5888309E-001, 6.5707755E-004, 6.5707755E-004
 7.4986305E+001, 1.2358573E+001,-4.0919895E+000,-4.7440226E+000,-2.5735050E+000, 2.5501021E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6594546E-001, 9.5160600E-001, 6.5707755E-004, 6.5707755E-004
 7.5138084E+001, 1.2428196E+001,-3.9978381E+000,-4.7248000E+000,-2.5743525E+000, 2.5472927E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5800915E-001, 1.1337531E+000, 6.5707755E-004, 6.5707755E-004
 7.5289864E+001, 1.2463732E+001,-3.4725791E+000,-4.6993790E+000,-2.5777070E+000, 2.5445267E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1386928E+000, 1.7166117E+000, 6.5707755E-004, 6.5707755E-004
 7.5441643E+001, 1.2481773E+001,-3.7223883E+000,-4.6884373E+000,-2.5818624E+000, 2.5423121E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7201874E+000, 1.4916274E+000, 6.5707755E-004, 6.5707755E-004
 7.5593422E+001, 1.2491066E+001,-3.8232075E+000,-4.6763981E+000,-2.5846928E+000, 2.5414323E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4950106E+000, 1.4093093E+000, 6.5707755E-004, 6.5707755E-004
 7.5745201E+001, 1.2495905E+001,-3.8651746E+000,-4.6648559E+000,-2.5871243E+000, 2.5414009E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4121500E+000, 1.3812912E+000, 6.5707755E-004, 6.5707755E-004
 7.5896973E+001, 1.2498534E+001,-3.8853431E+000,-4.6547099E+000,-2.5887451E+000, 2.5421809E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3834259E+000, 1.3722777E+000, 6.5707755E-004, 6.5707755E-004
 7.6048752E+001, 1.2500069E+001,-3.8946829E+000,-4.6465078E+000,-2.5909199E+000, 2.5436609E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3734227E+000, 1.3705021E+000, 6.5707755E-004, 6.5707755E-004
 7.6200531E+001, 1.2501025E+001,-3.9077774E+000,-4.6407885E+000,-2.5936421E+000, 2.5455802E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3703293E+000, 1.3613624E+000, 6.5707755E-004, 6.5707755E-004
 7.6352310E+001, 1.2501528E+001,-3.3868087E+000,-4.6287060E+000,-2.5966784E+000, 2.5476841E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3599029E+000, 1.8918828E+000, 6.5707755E-004, 6.5707755E-004
 7.6504089E+001, 1.2501516E+001,-3.6235968E+000,-4.6323759E+000,-2.6020655E+000, 2.5497079E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8878947E+000, 1.6460274E+000, 6.5707755E-004, 6.5707755E-004
 7.6671051E+001, 1.2135765E+001,-3.7322614E+000,-4.6433377E+000,-2.6066648E+000, 2.5516154E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6414599E+000, 1.1560528E+000, 6.5707755E-004, 6.5707755E-004
 7.6838005E+001, 1.2326907E+001,-3.6819542E+000,-4.6454762E+000,-2.6087019E+000, 2.5531411E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1511561E+000, 1.3933275E+000, 6.5707755E-004, 6.5707755E-004
 7.6980461E+001, 1.3016005E+001,-3.7167447E+000,-4.6426577E+000,-2.6110672E+000, 2.5542965E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3857768E+000, 2.0480895E+000, 6.5707755E-004, 6.5707755E-004
 7.7122917E+001, 1.2774921E+001,-3.8842914E+000,-4.6602610E+000,-2.6151669E+000, 2.5556044E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0391006E+000, 1.6177570E+000, 6.5707755E-004, 6.5707755E-004
 7.7265373E+001, 1.2646965E+001,-3.8664383E+000,-4.6746020E+000,-2.6169796E+000, 2.5569190E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6093116E+000, 1.4915017E+000, 6.5707755E-004, 6.5707755E-004
 7.7407829E+001, 1.2578640E+001,-3.8255061E+000,-4.6890672E+000,-2.6183516E+000, 2.5580955E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4827362E+000, 1.4482732E+000, 6.5707755E-004, 6.5707755E-004
 7.7550285E+001, 1.2542214E+001,-3.8088311E+000,-4.7043863E+000,-2.6200348E+000, 2.5591520E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4390870E+000, 1.4115214E+000, 6.5707755E-004, 6.5707755E-004
 7.7692741E+001, 1.2522623E+001,-3.8035899E+000,-4.7200175E+000,-2.6221901E+000, 2.5600799E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4020154E+000, 1.3793858E+000, 6.5707755E-004, 6.5707755E-004
 7.7835197E+001, 1.2512041E+001,-3.8066122E+000,-4.7355020E+000,-2.6247309E+000, 2.5608380E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3697104E+000, 1.3477564E+000, 6.5707755E-004, 6.5707755E-004
 7.7977654E+001, 1.2506303E+001,-3.8073488E+000,-4.7503655E+000,-2.6274303E+000, 2.5614320E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3381150E+000, 1.3237199E+000, 6.5707755E-004, 6.5707755E-004
 7.8134361E+001, 1.2156573E+001,-3.7952559E+000,-4.7712789E+000,-2.6300986E+000, 2.5619214E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3140255E+000, 9.6250191E-001, 6.5707755E-004, 6.5707755E-004
 7.8291061E+001, 1.2328252E+001,-3.6895771E+000,-4.7798837E+000,-2.6313879E+000, 2.5620979E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5414902E-001, 1.2299650E+000, 6.5707755E-004, 6.5707755E-004
 7.8447762E+001, 1.2413990E+001,-3.6835651E+000,-4.7894578E+000,-2.6339916E+000, 2.5620709E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2217272E+000, 1.3095371E+000, 6.5707755E-004, 6.5707755E-004
 7.8604462E+001, 1.2456866E+001,-3.6710336E+000,-4.7970223E+000,-2.6378447E+000, 2.5619599E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3020222E+000, 1.3535276E+000, 6.5707755E-004, 6.5707755E-004
 7.8761169E+001, 1.2478377E+001,-4.0563361E+000,-4.8088891E+000,-2.6431785E+000, 2.5618183E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3465874E+000, 9.7253495E-001, 6.5707755E-004, 6.5707755E-004
 7.8917870E+001, 1.2489319E+001,-3.9198464E+000,-4.8090470E+000,-2.6488444E+000, 2.5616809E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6646502E-001, 1.1141429E+000, 6.5707755E-004, 6.5707755E-004
 7.9074570E+001, 1.2494842E+001,-3.8615468E+000,-4.8075162E+000,-2.6563803E+000, 2.5614843E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1084002E+000, 1.1719598E+000, 6.5707755E-004, 6.5707755E-004
 7.9231270E+001, 1.2497694E+001,-3.8391496E+000,-4.8036430E+000,-2.6645404E+000, 2.5611969E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1668677E+000, 1.1929219E+000, 6.5707755E-004, 6.5707755E-004
 7.9387978E+001, 1.2499180E+001,-3.8349527E+000,-4.7972523E+000,-2.6711181E+000, 2.5608168E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1886825E+000, 1.1984181E+000, 6.5707755E-004, 6.5707755E-004
 7.9544678E+001, 1.2499957E+001,-3.8347360E+000,-4.7890465E+000,-2.6711239E+000, 2.5603513E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1959307E+000, 1.2076110E+000, 6.5707755E-004, 6.5707755E-004
 7.9701378E+001, 1.2500288E+001,-3.8379427E+000,-4.7787272E+000,-2.6752290E+000, 2.5597836E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2041169E+000, 1.2109486E+000, 6.5707755E-004, 6.5707755E-004
 7.9858078E+001, 1.2500363E+001,-3.8480584E+000,-4.7666358E+000,-2.6788143E+000, 2.5591228E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2095574E+000, 1.2094136E+000, 6.5707755E-004, 6.5707755E-004
 8.0014786E+001, 1.2500327E+001,-3.8551350E+000,-4.7524971E+000,-2.6822559E+000, 2.5584188E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2083381E+000, 1.2129975E+000, 6.5707755E-004, 6.5707755E-004
 8.0171486E+001, 1.2500258E+001,-3.4672215E+000,-4.7301230E+000,-2.6862603E+000, 2.5577517E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2133487E+000, 1.6192105E+000, 6.5707755E-004, 6.5707755E-004
 8.0328186E+001, 1.2500169E+001,-3.6650961E+000,-4.7165088E+000,-2.6920821E+000, 2.5571494E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6184714E+000, 1.4290391E+000, 6.5707755E-004, 6.5707755E-004
 8.0484886E+001, 1.2500195E+001,-3.7754271E+000,-4.7006089E+000,-2.6968262E+000, 2.5566451E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4292852E+000, 1.3298889E+000, 6.5707755E-004, 6.5707755E-004
 8.0641594E+001, 1.2500218E+001,-3.8382013E+000,-4.6837225E+000,-2.7008362E+000, 2.5562802E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3315064E+000, 1.2800142E+000, 6.5707755E-004, 6.5707755E-004
 8.0813965E+001, 1.2124505E+001,-3.8768315E+000,-4.6711577E+000,-2.7045221E+000, 2.5561052E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2820682E+000, 8.7454980E-001, 6.5707755E-004, 6.5707755E-004
 8.0986336E+001, 1.2325245E+001,-3.7770849E+000,-4.6469780E+000,-2.7060653E+000, 2.5560863E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7809974E-001, 1.1976724E+000, 6.5707755E-004, 6.5707755E-004
 8.1158707E+001, 1.2418739E+001,-3.7881112E+000,-4.6276782E+000,-2.7083390E+000, 2.5560612E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2004621E+000, 1.2971670E+000, 6.5707755E-004, 6.5707755E-004
 8.1331078E+001, 1.2462262E+001,-3.8023622E+000,-4.6106485E+000,-2.7103555E+000, 2.5561000E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2990865E+000, 1.3414520E+000, 6.5707755E-004, 6.5707755E-004
 8.1503456E+001, 1.2482596E+001,-3.8072555E+000,-4.5957783E+000,-2.7116326E+000, 2.5561215E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3433852E+000, 1.3704857E+000, 6.5707755E-004, 6.5707755E-004
 8.1675827E+001, 1.2492187E+001,-3.8145046E+000,-4.5833620E+000,-2.7118849E+000, 2.5560766E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3719148E+000, 1.3849918E+000, 6.5707755E-004, 6.5707755E-004
 8.1848198E+001, 1.2496859E+001,-3.8208889E+000,-4.5733904E+000,-2.7114529E+000, 2.5559476E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3857973E+000, 1.3936824E+000, 6.5707755E-004, 6.5707755E-004
 8.2020569E+001, 1.2499178E+001,-3.8187509E+000,-4.5661078E+000,-2.7103018E+000, 2.5557235E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3936293E+000, 1.4065730E+000, 6.5707755E-004, 6.5707755E-004
 8.2192940E+001, 1.2500378E+001,-3.8191203E+000,-4.5624864E+000,-2.7087605E+000, 2.5554640E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4051654E+000, 1.4125661E+000, 6.5707755E-004, 6.5707755E-004
 8.2365318E+001, 1.2501056E+001,-3.8048520E+000,-4.5622542E+000,-2.7076888E+000, 2.5553807E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4091921E+000, 1.4288167E+000, 6.5707755E-004, 6.5707755E-004
 8.2537689E+001, 1.2501400E+001,-3.7717038E+000,-4.5648054E+000,-2.7073593E+000, 2.5557028E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4234974E+000, 1.4600870E+000, 6.5707755E-004, 6.5707755E-004
 8.2710060E+001, 1.2501576E+001,-3.7225441E+000,-4.5698508E+000,-2.7074077E+000, 2.5564903E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4531136E+000, 1.5043295E+000, 6.5707755E-004, 6.5707755E-004
 8.2882431E+001, 1.2501606E+001,-3.6732251E+000,-4.5778028E+000,-2.7081414E+000, 2.5575265E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4958343E+000, 1.5449941E+000, 6.5707755E-004, 6.5707755E-004
 8.3054802E+001, 1.2501589E+001,-4.1868941E+000,-4.5982992E+000,-2.7095658E+000, 2.5584432E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5345952E+000, 1.0093882E+000, 6.5707755E-004, 6.5707755E-004
 8.3227180E+001, 1.2501574E+001,-4.0140486E+000,-4.6100636E+000,-2.7090089E+000, 2.5589681E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9835790E-001, 1.1710115E+000, 6.5707755E-004, 6.5707755E-004
 8.3399551E+001, 1.2501382E+001,-3.9595219E+000,-4.6265714E+000,-2.7097653E+000, 2.5589680E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1576766E+000, 1.2080827E+000, 6.5707755E-004, 6.5707755E-004
 8.3571922E+001, 1.2501152E+001,-3.9291205E+000,-4.6454917E+000,-2.7114542E+000, 2.5585133E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1931788E+000, 1.2176443E+000, 6.5707755E-004, 6.5707755E-004
 8.3744293E+001, 1.2500926E+001,-4.1428348E+000,-4.6698688E+000,-2.7137248E+000, 2.5578038E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2018344E+000, 9.7705487E-001, 6.5707755E-004, 6.5707755E-004
 8.3916664E+001, 1.2500756E+001,-4.0995256E+000,-4.6905343E+000,-2.7152390E+000, 2.5570464E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6111074E-001, 9.9801379E-001, 6.5707755E-004, 6.5707755E-004
 8.4089035E+001, 1.2500618E+001,-3.4735595E+000,-4.7017223E+000,-2.7163630E+000, 2.5565144E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8190913E-001, 1.6115295E+000, 6.5707755E-004, 6.5707755E-004
