Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
    0, 8.334E-01, 1.244E+02, 4.964E+01, 7.616E+01, 2.038E+01, 3.722E+01, 1.598E+01, 0.000E+00, 4.543E+01, 2.129E+00, 7.921E-01, 0.000E+00, 0.000E+00, 3.730E+02
