Room No. 1, Exit C 
dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m]
  1  ,  1    ,  0  ,  10  ,  0 ,  24
2.819729090202054067e+01,2.757591965308770554e+01,2.659292870193971581e+01,2.691614022868629164e+01,2.611818594337237087e+01,2.586239667420114330e+01,2.592529247224088707e+01,2.555796400919616218e+01,2.481214555380715225e+01,2.562522334465555929e+01
2.604466331283684610e+01,2.533393659868962189e+01,2.448079773584160534e+01,2.483138107718093224e+01,2.430448765052903681e+01,2.426094844650909721e+01,2.399307405848878005e+01,2.360705199011417932e+01,2.318707006815691685e+01,2.374320378087042371e+01
2.473426641041682217e+01,2.385127076868197094e+01,2.327651221252745017e+01,2.302715367673314617e+01,2.271695033329000069e+01,2.272815895185370394e+01,2.250426434807449283e+01,2.204541534800368296e+01,2.162760141316275053e+01,2.203082560445549376e+01
2.307625415709986427e+01,2.284866009216543148e+01,2.225783476200391675e+01,2.149548500992750277e+01,2.154509358261511665e+01,2.144583487467377481e+01,2.141454073205358100e+01,2.111471866585129220e+01,2.063053391153815141e+01,2.044887960971251317e+01
2.183170648549637605e+01,2.197961485792631819e+01,2.162650855913819115e+01,2.090461504241109481e+01,2.077981551667742011e+01,2.072684550433571715e+01,2.067784237809721404e+01,2.034675992747301621e+01,1.996562620714934155e+01,1.961177095705336981e+01
2.056237380490370015e+01,2.102725449734442975e+01,2.102887305155775266e+01,2.038073236521725562e+01,2.023406677398036280e+01,2.010928464827695450e+01,2.009094917263471203e+01,1.988421457033203410e+01,1.953238365240170182e+01,1.905499020431376778e+01
1.982235475416301185e+01,2.041256137869864773e+01,2.050472164375386441e+01,2.024338373025177873e+01,2.010807170986384307e+01,2.005206936737054590e+01,2.004863608590049751e+01,1.979373882579688981e+01,1.937852937826347599e+01,1.888428475944627394e+01
1.963046139129947676e+01,2.016156245768421229e+01,2.037251434708923270e+01,2.023922866563418665e+01,2.010519643871290896e+01,2.004540097207422278e+01,2.004773397179979710e+01,1.971911338435894834e+01,1.923603407905786611e+01,1.873232947855140296e+01
1.958300311884607936e+01,2.001522056221576662e+01,2.033838693289801114e+01,2.024132393965745536e+01,2.010203538305410831e+01,2.003793601477359942e+01,1.998610586442266879e+01,1.964659740098809237e+01,1.907686869915508510e+01,1.867908773367879860e+01
1.942688264791620867e+01,1.996906449420321650e+01,2.041909250864159375e+01,2.024273247244302354e+01,2.009852792573371616e+01,2.002950030597685682e+01,1.993790399418648462e+01,1.966955428153297447e+01,1.903763613676564148e+01,1.849586426745718271e+01
