Room No. 1 , Exit D, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  -5.000000  ,  11.000000  ,  -11.000000 ,  37.000000
8.468648726330296483e+01,5.355250574241961203e+01,7.974645082480381575e+01,1.316643224422554397e+02,2.779677540286215276e+02,3.434275751867886584e+01,3.252410816087795808e+01,3.347041869716412776e+01,3.351262806929998561e+01,3.318879696131924817e+01,3.348217244065038045e+01,3.337768933560280260e+01,3.301394425459059079e+01,3.304394491919676824e+01,3.310964272285612253e+01,3.292684230933149081e+01
9.413817323020666095e+01,5.293670366974366459e+01,7.916606955377733357e+01,1.308763697928602596e+02,2.818482052570369660e+02,3.524147113433096479e+01,3.339612020257614944e+01,3.435861802877541749e+01,3.434836787722039020e+01,3.405769139213117569e+01,3.435989427308083322e+01,3.418012923583297891e+01,3.382677025951684868e+01,3.396328841623654426e+01,3.397706618213076268e+01,3.380375912149421680e+01
1.089387470463555871e+02,5.335559837187146570e+01,7.850448481460121286e+01,1.300428467824753511e+02,2.851253810483737539e+02,3.618997384941540929e+01,3.432232060116275818e+01,3.528568921647336509e+01,3.522116870280142820e+01,3.499910270207914920e+01,3.531814412095422995e+01,3.502881309386832953e+01,3.472832277590320160e+01,3.485767454421208100e+01,3.486911242143069956e+01,3.472132244487718111e+01
1.165185529009425949e+02,5.525249329157063016e+01,7.770691664730313164e+01,1.291573304963548310e+02,2.871049426560480242e+02,3.719252100800231631e+01,3.530715186174009546e+01,3.625627100632933519e+01,3.615030344494618220e+01,3.599515248299091041e+01,3.633547239257602257e+01,3.593037401683095311e+01,3.572426490043917369e+01,3.582847900432049926e+01,3.570949070257488245e+01,3.564694730041120607e+01
1.177984137422470781e+02,5.700482098033062783e+01,7.672796108473831111e+01,1.282187581646047647e+02,2.871672077740731766e+02,3.825386709410194896e+01,3.635571344405438765e+01,3.727672900547780444e+01,3.714960833487662484e+01,3.706548465297468198e+01,3.736043459875377692e+01,3.687932102579671323e+01,3.675910767898397324e+01,3.687281681480639151e+01,3.667340908618271555e+01,3.664653961421698369e+01
1.195129823972722676e+02,5.804873517385085790e+01,7.549758369943454284e+01,1.272345933425346090e+02,2.858338501773407643e+02,3.937934112652031615e+01,3.747356034072244313e+01,3.835563743769820633e+01,3.821726552995171744e+01,3.824913405583905757e+01,3.839004378170835707e+01,3.787961697405103223e+01,3.790962872070236500e+01,3.796280462454364368e+01,3.777651367918983993e+01,3.767344712879891233e+01
1.209362992799377423e+02,6.006681233659289632e+01,7.386219296354741459e+01,1.261997216718505683e+02,2.836556319799145740e+02,4.057493614531304615e+01,3.866670280012814231e+01,3.950223461201876773e+01,3.934950238427700242e+01,3.951427836697344276e+01,3.946150201877965458e+01,3.895840012051677093e+01,3.909098965351704180e+01,3.908960466974284742e+01,3.891136417198776343e+01,3.868349357501742247e+01
1.218545844552083679e+02,6.220470455146664790e+01,7.244309640361460367e+01,1.251230886392783788e+02,2.813602788739632388e+02,4.184741596133498831e+01,3.994131963934885476e+01,4.072990401132469174e+01,4.055113520404427163e+01,4.079551284837279468e+01,4.059857649540579416e+01,4.014685293157009482e+01,4.030165261408961896e+01,4.015644214167868142e+01,4.007970850844616706e+01,3.981184495970213533e+01
1.223019251167571895e+02,6.432405690993512337e+01,7.116419820313845435e+01,1.237481109934343806e+02,2.794520555459688467e+02,4.320444318323241362e+01,4.130370565725107213e+01,4.205251208077024927e+01,4.181969529816097975e+01,4.211312991395489291e+01,4.181237308214415549e+01,4.149256264981149656e+01,4.163317997687863681e+01,4.141965549558396731e+01,4.136780108062747985e+01,4.108331471126243173e+01
1.223723046308192295e+02,6.674528345454667999e+01,7.016158106565389119e+01,1.224620740130176841e+02,2.783410435383290746e+02,4.465473363973845267e+01,4.275980986956992780e+01,4.348268883846001387e+01,4.316335198432541631e+01,4.355898778405338589e+01,4.311648821080438410e+01,4.290919503384904488e+01,4.304430590483190144e+01,4.283686556074669483e+01,4.260292571712935938e+01,4.252572085865947571e+01
1.221545346660402771e+02,6.937588209819048757e+01,7.009579614470629849e+01,1.213281221246057981e+02,2.776619956391957089e+02,4.620825673092410568e+01,4.431646566560100098e+01,4.503816875715418888e+01,4.463992642989424553e+01,4.513773513373693191e+01,4.449835707717252831e+01,4.451007043788759887e+01,4.451199497019899098e+01,4.427863003225956362e+01,4.396226996824413646e+01,4.423471299490950059e+01
