#Frame 	classical density(m^(-2))		classical velocity(m/s)
89	0.000	0.000
90	0.000	0.000
91	0.000	0.000
92	0.000	0.000
93	0.000	0.000
94	0.000	0.000
95	0.000	0.000
96	0.000	0.000
97	0.000	0.000
98	0.000	0.000
99	0.000	0.000
100	0.000	0.000
101	0.000	0.000
102	0.000	0.000
103	0.000	0.000
104	0.000	0.000
105	0.000	0.000
106	0.000	0.000
107	0.000	0.000
108	0.000	0.000
109	0.000	0.000
110	0.000	0.000
111	0.000	0.000
112	0.000	0.000
113	0.000	0.000
114	0.000	0.000
115	0.000	0.000
116	0.000	0.000
117	0.000	0.000
118	0.000	0.000
119	0.000	0.000
120	0.000	0.000
121	0.000	0.000
122	0.000	0.000
123	0.000	0.000
124	0.000	0.000
125	0.000	0.000
126	0.000	0.000
127	0.000	0.000
128	0.000	0.000
129	0.000	0.000
130	0.000	0.000
131	0.000	0.000
132	0.000	0.000
133	0.000	0.000
134	0.000	0.000
135	0.000	0.000
136	0.174	0.940
137	0.174	0.941
138	0.174	0.944
139	0.347	0.864
140	0.347	0.866
141	0.347	0.867
142	0.347	0.871
143	0.347	0.876
144	0.347	0.886
145	0.347	0.888
146	0.347	0.888
147	0.347	0.889
148	0.347	0.890
149	0.347	0.892
150	0.347	0.900
151	0.694	0.914
152	0.694	0.923
153	0.694	0.929
154	0.694	0.936
155	0.694	0.943
156	0.694	0.947
157	0.694	0.948
158	0.694	0.950
159	0.694	0.957
160	0.521	0.913
161	0.521	0.917
162	0.521	0.921
163	0.521	0.924
164	0.521	0.923
165	0.521	0.922
166	0.521	0.924
167	0.521	0.927
168	0.521	0.935
169	0.347	0.986
170	0.521	0.927
171	0.521	0.925
172	0.521	0.919
173	0.347	0.825
174	0.347	0.828
175	0.347	0.824
176	0.521	0.843
177	0.521	0.837
178	0.521	0.829
179	0.521	0.827
180	0.521	0.827
181	0.347	0.817
182	0.347	0.813
183	0.347	0.812
184	0.347	0.812
185	0.347	0.811
186	0.347	0.813
187	0.521	0.797
188	0.694	0.821
189	0.694	0.822
190	0.694	0.823
191	0.868	0.839
192	0.868	0.841
193	1.042	0.808
194	1.042	0.815
195	1.042	0.822
196	1.042	0.826
197	1.042	0.830
198	1.215	0.814
199	1.215	0.819
200	1.215	0.824
201	1.389	0.837
202	1.215	0.861
203	1.215	0.872
204	1.042	0.871
205	1.042	0.879
206	1.042	0.884
207	1.042	0.888
208	1.042	0.891
209	1.042	0.894
210	1.042	0.898
211	1.042	0.901
212	1.042	0.902
213	1.215	0.902
214	1.042	0.895
215	1.042	0.895
216	1.042	0.882
217	1.042	0.885
218	0.868	0.889
219	0.868	0.897
220	0.868	0.908
221	0.868	0.917
222	0.868	0.924
223	0.868	0.931
224	0.694	0.941
225	0.694	0.937
226	0.694	0.932
227	0.694	0.930
228	0.347	0.970
229	0.347	0.960
230	0.694	0.889
231	0.694	0.895
232	0.694	0.906
233	0.694	0.920
234	0.694	0.932
235	0.868	0.968
236	0.868	0.969
237	0.868	0.965
238	0.694	0.962
239	0.694	0.967
240	0.694	0.974
241	0.694	0.979
242	0.521	0.969
243	0.521	0.972
244	0.521	0.972
245	0.694	0.962
246	0.694	0.960
247	0.694	0.963
248	0.868	0.926
249	0.868	0.930
250	0.868	0.936
251	0.868	0.938
252	0.868	0.939
253	0.868	0.939
254	0.868	0.938
255	0.868	0.944
256	0.694	0.932
257	0.521	0.931
258	0.521	0.936
259	0.347	0.931
260	0.347	0.929
261	0.347	0.932
262	0.347	0.936
263	0.347	0.942
264	0.347	0.941
265	0.347	0.941
266	0.347	0.939
267	0.347	0.943
268	0.347	0.952
269	0.174	0.910
270	0.174	0.915
271	0.174	0.915
272	0.174	0.918
273	0.174	0.918
274	0.347	0.890
275	0.521	0.954
276	0.347	0.976
277	0.347	0.974
278	0.521	0.874
279	0.521	0.871
280	0.521	0.873
281	0.521	0.877
282	0.521	0.883
283	0.521	0.886
284	0.694	0.857
285	0.694	0.845
286	0.694	0.837
287	0.868	0.845
288	0.868	0.848
289	0.868	0.855
290	0.868	0.862
291	0.868	0.868
292	0.868	0.874
293	0.868	0.882
294	0.868	0.888
295	0.868	0.891
296	1.042	0.860
297	0.868	0.804
298	0.868	0.811
299	0.868	0.820
300	0.868	0.830
301	0.868	0.836
302	0.694	0.825
303	0.694	0.824
304	0.694	0.819
305	0.694	0.818
306	0.694	0.819
307	0.868	0.806
308	0.868	0.816
309	0.868	0.828
310	0.868	0.836
311	0.868	0.842
312	0.694	0.822
313	0.521	0.802
314	0.521	0.806
315	0.347	0.790
316	0.347	0.790
317	0.347	0.790
318	0.347	0.790
319	0.347	0.781
320	0.521	0.790
321	0.521	0.786
322	0.521	0.785
323	0.521	0.785
324	0.694	0.745
325	0.694	0.748
326	0.694	0.754
327	0.694	0.765
328	0.521	0.756
329	0.521	0.760
330	0.521	0.763
331	0.521	0.767
332	0.521	0.770
333	0.521	0.770
334	0.694	0.767
335	0.694	0.769
336	0.694	0.771
337	0.694	0.772
338	0.521	0.775
339	0.521	0.779
340	0.694	0.760
341	0.868	0.721
342	0.868	0.720
343	0.868	0.724
344	0.868	0.732
345	0.868	0.744
346	0.868	0.755
347	0.868	0.765
348	0.694	0.738
349	0.694	0.742
350	0.694	0.747
351	0.694	0.752
352	0.694	0.755
353	0.694	0.755
354	0.694	0.754
355	0.868	0.732
356	0.868	0.732
357	0.868	0.736
358	0.868	0.739
359	1.215	0.757
360	1.042	0.772
361	1.042	0.778
362	1.042	0.782
363	1.042	0.789
364	1.042	0.791
365	0.868	0.790
366	0.868	0.793
367	0.868	0.799
368	0.868	0.807
369	0.868	0.811
370	1.042	0.804
371	0.868	0.789
372	1.042	0.775
373	1.042	0.781
374	1.042	0.787
375	1.042	0.793
376	1.042	0.782
377	1.042	0.786
378	1.042	0.787
379	1.042	0.790
380	1.042	0.789
381	1.042	0.788
382	1.042	0.787
383	1.042	0.786
384	1.042	0.787
385	0.868	0.762
386	0.868	0.763
387	0.868	0.764
388	0.868	0.767
389	0.694	0.766
390	0.694	0.777
391	0.868	0.773
392	0.694	0.771
393	0.868	0.770
394	1.042	0.786
395	1.042	0.787
396	1.042	0.789
397	1.042	0.792
398	1.042	0.800
399	1.042	0.753
400	1.042	0.763
401	1.042	0.770
402	1.042	0.774
403	0.868	0.777
404	0.868	0.778
405	0.868	0.784
406	0.868	0.794
407	1.042	0.806
408	0.868	0.808
409	0.868	0.816
410	0.868	0.818
411	1.042	0.787
412	1.042	0.784
413	1.042	0.781
414	1.042	0.781
415	1.042	0.785
416	1.042	0.792
417	1.215	0.777
418	1.215	0.786
419	1.215	0.794
420	1.042	0.782
421	1.042	0.788
422	1.215	0.821
423	1.042	0.826
424	0.868	0.827
425	0.868	0.830
426	0.868	0.834
427	0.868	0.840
428	0.868	0.843
429	1.042	0.829
430	1.042	0.830
431	1.042	0.830
432	1.042	0.830
433	0.868	0.838
434	0.868	0.842
435	0.868	0.848
436	1.042	0.844
437	0.868	0.851
438	0.868	0.852
439	0.868	0.848
440	0.868	0.843
441	1.042	0.815
442	0.868	0.798
443	0.868	0.795
444	1.042	0.791
445	1.042	0.792
446	1.042	0.795
447	0.868	0.753
448	0.868	0.756
449	0.868	0.758
450	0.694	0.767
451	0.694	0.771
452	0.694	0.772
453	0.694	0.772
454	0.694	0.774
455	0.868	0.741
456	0.868	0.747
457	0.868	0.753
458	0.868	0.758
459	0.868	0.767
460	0.694	0.787
461	0.694	0.792
462	0.694	0.796
463	0.694	0.803
464	0.694	0.811
465	0.694	0.821
466	0.694	0.830
467	0.521	0.808
468	0.694	0.799
469	0.694	0.802
470	0.694	0.807
471	0.521	0.756
472	0.521	0.761
473	0.521	0.763
474	0.347	0.773
475	0.347	0.777
476	0.347	0.778
477	0.347	0.786
478	0.347	0.793
479	0.347	0.801
480	0.347	0.802
481	0.347	0.799
482	0.521	0.771
483	0.694	0.737
484	0.694	0.734
485	0.694	0.733
486	0.694	0.736
487	0.694	0.738
488	0.694	0.738
